key,pathId,level,gold,item1,amt1,item2,amt2,item3,amt3,item4,amt4,source
tribal_gathering_warrior,1,10,80,antler,3,,,,,,,lua
strength_of_purpose_warrior,1,10,80,antler,3,,,,,,,lua
spiritsong_warrior,1,13,40,acorn,70,,,,,,,lua
helping_hand_warrior,1,13,40,acorn,70,,,,,,,lua
heal_others_warrior,1,13,40,acorn,70,,,,,,,lua
back_battle_warrior,1,15,100,snake_meat,20,antler,3,,,,,lua
back_attack_warrior,1,15,100,snake_meat,20,antler,3,,,,,lua
back_damage_warrior,1,15,100,snake_meat,20,antler,3,,,,,lua
flank_battle_warrior,1,20,150,snake_meat,20,antler,5,,,,,lua
flank_attack_warrior,1,20,150,snake_meat,20,antler,5,,,,,lua
flank_damage_warrior,1,20,150,snake_meat,20,antler,5,,,,,lua
filling_the_soul_warrior,1,24,250,antler,5,fox_fur,15,,,,,lua
spirit_of_the_wild_warrior,1,24,250,antler,5,fox_fur,15,,,,,lua
ohaengs_grace_warrior,1,24,250,antler,5,fox_fur,15,,,,,lua
spiritual_aid_warrior,1,28,150,antler,5,fox_fur,10,steel_saber,1,,,lua
oneness_warrior,1,28,150,antler,5,fox_fur,10,steel_saber,1,,,lua
strengthen_weapon_warrior,1,28,150,antler,5,fox_fur,10,steel_saber,1,,,lua
renew_essence_warrior,1,31,200,acorn,80,red_fox_fur,10,light_fox_fur,10,,,lua
lifesong_warrior,1,31,200,acorn,80,red_fox_fur,10,light_fox_fur,10,,,lua
sweet_waters_warrior,1,31,200,acorn,80,red_fox_fur,10,light_fox_fur,10,,,lua
spirit_arm_warrior,1,35,500,ambrosia,1,red_fox_fur,10,light_fox_fur,10,,,lua
touch_of_the_bear_warrior,1,35,500,ambrosia,1,red_fox_fur,10,light_fox_fur,10,,,lua
sharpen_warrior,1,35,500,ambrosia,1,red_fox_fur,10,light_fox_fur,10,,,lua
spirits_whisper_warrior,1,38,100,rat_meat,10,amber,1,,,,,lua
creatures_guidance_warrior,1,38,100,rat_meat,10,amber,1,,,,,lua
spot_unbalance_warrior,1,38,100,rat_meat,10,amber,1,,,,,lua
strength_of_ancestors_warrior,1,45,750,fine_snake_meat,5,fox_tail,1,light_fox_fur,20,,,lua
spirit_of_the_dragon_warrior,1,45,750,fine_snake_meat,5,fox_tail,1,light_fox_fur,20,,,lua
ohaengs_anger_warrior,1,45,750,fine_snake_meat,5,fox_tail,1,light_fox_fur,20,,,lua
tincture_of_the_unknown_warrior,1,55,1000,antler,10,red_fox_fur,20,steel_saber,1,,,lua
tigers_claw_warrior,1,55,1000,antler,10,red_fox_fur,20,steel_saber,1,,,lua
whetstone_warrior,1,55,1000,antler,10,red_fox_fur,20,steel_saber,1,,,lua
hand_of_darkness_warrior,1,70,1500,antler,10,amber,10,maxcaliber,1,,,lua
dragons_claw_warrior,1,70,1500,antler,10,amber,10,maxcaliber,1,,,lua
razors_edge_warrior,1,70,1500,antler,10,amber,10,maxcaliber,1,,,lua
no_fear_warrior,1,40,5000,iron_sword,1,maxcaliber,1,amber,20,,,lua
tigers_pounce_warrior,1,40,5000,iron_sword,1,maxcaliber,1,amber,20,,,lua
winds_blast_warrior,1,40,5000,iron_sword,1,maxcaliber,1,amber,20,,,lua
touch_of_health_warrior,1,90,10000,angels_tear,1,light_fox_fur,40,mountain_ginseng,1,,,lua
balm_warrior,1,90,10000,angels_tear,1,light_fox_fur,40,mountain_ginseng,1,,,lua
restoration_warrior,1,90,10000,angels_tear,1,light_fox_fur,40,mountain_ginseng,1,,,lua
deaths_angel_warrior,1,63,10000,angels_tear,1,dark_amber,20,electra,1,,,lua
natures_own_warrior,1,63,10000,angels_tear,1,dark_amber,20,electra,1,,,lua
bladedance_warrior,1,63,10000,angels_tear,1,dark_amber,20,electra,1,,,lua
hoche_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,lua
immunity_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,lua
forest_blessing_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,lua
magics_shield_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,lua
salvation_warrior,1,99,10000,mountain_ginseng,1,,,,,,,lua
redemption_warrior,1,99,10000,mountain_ginseng,1,,,,,,,lua
ointment_of_light_warrior,1,99,10000,mountain_ginseng,1,,,,,,,lua
return_of_life_warrior,1,99,10000,mountain_ginseng,1,,,,,,,lua
vipers_venom_warrior,1,99,40000,il_san_spike,1,ice_sabre,2,dragons_liver,2,,,lua
assault_warrior,1,99,400000,,,,,,,,,lua
deaths_challenge_warrior,1,99,400000,,,,,,,,,lua
cold_snap_warrior,1,99,400000,,,,,,,,,lua
volley_warrior,1,99,400000,,,,,,,,,lua
dragons_flame_warrior,1,99,60000,ee_san_spike,1,light_sword,4,dragons_liver,4,,,lua
hunangs_relief_warrior,1,99,25000,mountain_ginseng,1,,,,,,,lua
from_the_brink_warrior,1,99,25000,mountain_ginseng,1,,,,,,,lua
natures_slave_warrior,1,99,25000,mountain_ginseng,1,,,,,,,lua
lifes_essence_warrior,1,99,25000,mountain_ginseng,1,,,,,,,lua
spiritsong_rogue,2,7,40,acorn,70,,,,,,,lua
helping_hand_rogue,2,7,40,acorn,70,,,,,,,lua
heal_others_rogue,2,7,40,acorn,70,,,,,,,lua
spirit_strength_rogue,2,15,100,acorn,50,snake_meat,20,,,,,lua
inner_blessing_rogue,2,15,100,acorn,50,snake_meat,20,,,,,lua
temper_rogue,2,15,100,acorn,50,snake_meat,20,,,,,lua
spiritual_advisor_rogue,2,17,150,acorn,70,snake_meat,30,,,,,lua
natural_talent_rogue,2,17,150,acorn,70,snake_meat,30,,,,,lua
appraise_rogue,2,17,150,acorn,70,snake_meat,30,,,,,lua
embrace_of_the_void_rogue,2,18,200,acorn,30,topaz,1,,,,,lua
lightning_rogue,2,18,200,acorn,30,topaz,1,,,,,lua
natures_storm_rogue,2,18,200,acorn,30,topaz,1,,,,,lua
spiritual_cure_rogue,2,20,100,acorn,50,,,,,,,lua
natures_kiss_rogue,2,20,100,acorn,50,,,,,,,lua
cooling_touch_rogue,2,20,100,acorn,50,,,,,,,lua
spirit_strike_rogue,2,24,200,acorn,30,light_fox_fur,1,topaz,2,,,lua
wrath_of_nature_rogue,2,24,200,acorn,30,light_fox_fur,1,topaz,2,,,lua
thunderclap_rogue,2,24,200,acorn,30,light_fox_fur,1,topaz,2,,,lua
spirit_warrior_rogue,2,24,200,acorn,100,red_fox_fur,10,,,,,lua
natural_defense_rogue,2,24,200,acorn,100,red_fox_fur,10,,,,,lua
ohaengs_armor_rogue,2,24,200,acorn,100,red_fox_fur,10,,,,,lua
spiritual_guide_rogue,2,28,200,acorn,100,red_fox_fur,15,,,,,lua
natures_handiwork_rogue,2,28,200,acorn,100,red_fox_fur,15,,,,,lua
judgement_day_rogue,2,28,200,acorn,100,red_fox_fur,15,,,,,lua
souls_rage_rogue,2,34,300,acorn,150,light_fox_fur,20,,,,,lua
spirit_of_the_forest_rogue,2,34,300,acorn,150,light_fox_fur,20,,,,,lua
augmentation_rogue,2,34,300,acorn,150,light_fox_fur,20,,,,,lua
kwisin_mask_rogue,2,33,100,acorn,80,fox_fur,10,,,,,lua
mingken_mask_rogue,2,33,100,acorn,80,fox_fur,10,,,,,lua
ohaeng_mask_rogue,2,33,100,acorn,80,fox_fur,10,,,,,lua
spirits_form_rogue,2,30,0,fox_tail,1,topaz,1,,,,,lua
lifes_cloak_rogue,2,30,0,fox_tail,1,topaz,1,,,,,lua
glass_form_rogue,2,30,0,fox_tail,1,topaz,1,,,,,lua
displacement_rogue,2,38,400,acorn,180,fox_blade,1,,,,,lua
waylay_rogue,2,38,400,acorn,180,fox_blade,1,,,,,lua
reflect_rogue,2,38,400,acorn,180,fox_blade,1,,,,,lua
spirits_embrace_rogue,2,48,300,acorn,100,mountain_ginseng,1,,,,,lua
infuse_energy_rogue,2,48,300,acorn,100,mountain_ginseng,1,,,,,lua
lifes_river_rogue,2,48,300,acorn,100,mountain_ginseng,1,,,,,lua
the_voids_measure_rogue,2,45,500,acorn,50,amethyst,2,steel_saber,1,,,lua
beastly_frenzy_rogue,2,45,500,acorn,50,amethyst,2,steel_saber,1,,,lua
tilting_the_balance_rogue,2,45,500,acorn,50,amethyst,2,steel_saber,1,,,lua
filling_the_soul_rogue,2,56,1000,acorn,180,lucky_coin,1,moonblade,1,,,lua
spirit_of_the_wild_rogue,2,56,1000,acorn,180,lucky_coin,1,moonblade,1,,,lua
ohaengs_grace_rogue,2,56,1000,acorn,180,lucky_coin,1,moonblade,1,,,lua
spirits_hand_rogue,2,65,2000,acorn,130,steel_sword,1,,,,,lua
quick_fingers_rogue,2,65,2000,acorn,130,steel_sword,1,,,,,lua
light_touch_rogue,2,65,2000,acorn,130,steel_sword,1,,,,,lua
spirit_caress_rogue,2,90,25000,,,,,,,,,lua
heal_injury_rogue,2,90,25000,,,,,,,,,lua
bandage_rogue,2,90,25000,,,,,,,,,lua
afterlifes_embrace_rogue,2,63,5000,deaths_head,1,titanium_glove,1,whisper_bracelet,1,,,lua
mingkens_judgement_rogue,2,63,5000,deaths_head,1,titanium_glove,1,whisper_bracelet,1,,,lua
calculating_blow_rogue,2,63,5000,deaths_head,1,titanium_glove,1,whisper_bracelet,1,,,lua
maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
kwisin_maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
mingken_maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
ohaeng_maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
baekhos_rage_rogue,2,99,40000,il_san_blood,1,flamefang,2,magical_dust,2,,,lua
masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,lua
kwisin_masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,lua
mingken_masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,lua
ohaeng_masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,lua
refresh_rogue,2,99,10000,mountain_ginseng,1,,,,,,,lua
souls_awakening_rogue,2,99,10000,mountain_ginseng,1,,,,,,,lua
healing_waters_rogue,2,99,10000,mountain_ginseng,1,,,,,,,lua
fire_dance_rogue,2,99,10000,mountain_ginseng,1,,,,,,,lua
tigers_fortitude_rogue,2,99,300000,,,,,,,,,lua
baekhos_blade_rogue,2,99,60000,ee_san_blood,1,dark_dagger,4,magical_dust,4,,,lua
chance_rogue,2,99,200000,,,,,,,,,lua
randomness_rogue,2,99,200000,,,,,,,,,lua
natures_choice_rogue,2,99,200000,,,,,,,,,lua
trial_by_fire_rogue,2,99,200000,,,,,,,,,lua
swift_recovery_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
renew_energy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
loving_dew_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
invigorate_rogue,2,99,25000,mountain_ginseng,1,,,,,,,lua
set_snare_trap,2,33,350,fine_rabbit_meat,2,,,,,,,lua
set_bladestorm_trap,2,99,200000,,,,,,,,,lua
set_swords_dance_trap,2,99,200000,,,,,,,,,lua
set_tigers_ambush_trap,2,99,200000,,,,,,,,,lua
set_cutting_edge_trap,2,99,200000,,,,,,,,,lua
spirit_strength_mage,3,6,50,bears_liver,1,antler,5,,,,,lua
inner_blessing_mage,3,6,50,bears_liver,1,antler,5,,,,,lua
temper_mage,3,6,50,bears_liver,1,antler,5,,,,,lua
glimpse_of_the_void_mage,3,9,10,acorn,10,book,1,,,,,lua
bolt_mage,3,9,10,acorn,10,book,1,,,,,lua
natures_ire_mage,3,9,10,acorn,10,book,1,,,,,lua
spiritsong_mage,3,11,10,acorn,10,rabbit_meat,10,book,1,,,lua
helping_hand_mage,3,11,10,acorn,10,rabbit_meat,10,book,1,,,lua
heal_others_mage,3,11,10,acorn,10,rabbit_meat,10,book,1,,,lua
embrace_of_the_void_mage,3,13,100,ink,1,book,1,,,,,lua
lightning_mage,3,13,100,ink,1,book,1,,,,,lua
natures_storm_mage,3,13,100,ink,1,book,1,,,,,lua
thicken_skin_mage,3,14,100,gold_acorn,1,ancient_armor,1,,,,,lua
shield_of_life_mage,3,14,100,gold_acorn,1,ancient_armor,1,,,,,lua
elemental_armor_mage,3,14,100,gold_acorn,1,ancient_armor,1,,,,,lua
spirit_strike_mage,3,18,200,ink,1,book,1,,,,,lua
wrath_of_nature_mage,3,18,200,ink,1,book,1,,,,,lua
thunderclap_mage,3,18,200,ink,1,book,1,,,,,lua
spirits_smile_mage,3,21,0,ginseng,1,light_fox_fur,10,,,,,lua
lifes_water_mage,3,21,0,ginseng,1,light_fox_fur,10,,,,,lua
quicken_mage,3,21,0,ginseng,1,light_fox_fur,10,,,,,lua
soulstorm_mage,3,22,0,acorn,50,topaz,2,,,,,lua
avalanche_mage,3,22,0,acorn,50,topaz,2,,,,,lua
deluge_mage,3,22,0,acorn,50,topaz,2,,,,,lua
spiritual_cure_mage,3,11,0,bears_liver,5,ginseng,1,,,,,lua
natures_kiss_mage,3,11,0,bears_liver,5,ginseng,1,,,,,lua
cooling_touch_mage,3,11,0,bears_liver,5,ginseng,1,,,,,lua
strengthen_mage,3,23,150,snake_meat,20,antler,10,,,,,lua
bless_muscles_mage,3,23,150,snake_meat,20,antler,10,,,,,lua
power_burst_mage,3,23,150,snake_meat,20,antler,10,,,,,lua
soul_strike_mage,3,26,0,gold_acorn,1,topaz,1,,,,,lua
tree_dart_mage,3,26,0,gold_acorn,1,topaz,1,,,,,lua
sunstroke_mage,3,26,0,gold_acorn,1,topaz,1,,,,,lua
renew_essence_mage,3,28,250,gold_acorn,1,snake_meat,10,mountain_ginseng,1,,,lua
lifesong_mage,3,28,250,gold_acorn,1,snake_meat,10,mountain_ginseng,1,,,lua
sweet_waters_mage,3,28,250,gold_acorn,1,snake_meat,10,mountain_ginseng,1,,,lua
cure_illness_mage,3,30,150,gold_acorn,1,antler,10,mountain_ginseng,1,,,lua
restore_health_mage,3,30,150,gold_acorn,1,antler,10,mountain_ginseng,1,,,lua
remove_poison_mage,3,30,150,gold_acorn,1,antler,10,mountain_ginseng,1,,,lua
crescendo_mage,3,32,150,gold_acorn,1,light_fox_fur,25,moon_wine,1,,,lua
flight_of_arrows_mage,3,32,150,gold_acorn,1,light_fox_fur,25,moon_wine,1,,,lua
blazing_sands_mage,3,32,150,gold_acorn,1,light_fox_fur,25,moon_wine,1,,,lua
spirits_embrace_mage,3,32,200,gold_acorn,1,antler,20,ginseng,1,,,lua
infuse_energy_mage,3,32,200,gold_acorn,1,antler,20,ginseng,1,,,lua
lifes_river_mage,3,32,200,gold_acorn,1,antler,20,ginseng,1,,,lua
release_binds_mage,3,36,150,gold_acorn,1,mountain_ginseng,1,,,,,lua
return_movement_mage,3,36,150,gold_acorn,1,mountain_ginseng,1,,,,,lua
free_movement_mage,3,36,150,gold_acorn,1,mountain_ginseng,1,,,,,lua
protect_soul_mage,3,38,0,ambrosia,1,ancient_robes,1,,,,,lua
guard_life_mage,3,38,0,ambrosia,1,ancient_robes,1,,,,,lua
magic_shield_mage,3,38,0,ambrosia,1,ancient_robes,1,,,,,lua
spirits_power_mage,3,39,250,fine_snake_meat,5,ink,1,book,1,,,lua
life_force_mage,3,39,250,fine_snake_meat,5,ink,1,book,1,,,lua
gather_magic_mage,3,39,250,fine_snake_meat,5,ink,1,book,1,,,lua
kwisin_mask_mage,3,40,200,acorn,50,fox_fur,1,,,,,lua
mingken_mask_mage,3,40,200,acorn,50,fox_fur,1,,,,,lua
ohaeng_mask_mage,3,40,200,acorn,50,fox_fur,1,,,,,lua
ancestors_touch_mage,3,40,100,gold_acorn,1,bears_liver,10,mountain_ginseng,1,,,lua
