MobId,Identifier,Description,MobLook,MobLookColor,Vita,Exp,Level,Might,Grace,Will,MinDmg,MaxDmg,MobMoveTime,MobBehavior,MobIsBoss,MobProtection,MobHit,MobArmor,Sources
59,museum_sonhi_spearman,Sonhi spearman,0,21,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
60,museum_sonhi_shaman,Sonhi shaman,47,21,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
61,museum_sonhi_spirit,Sonhi spirit,167,7,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
62,museum_marsh_ogre,Marsh ogre,185,31,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
63,museum_log_ogre,Log,185,30,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
64,museum_upset_captain,Upset captain,147,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
65,museum_gut,Gut,160,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
66,museum_jujak,Ju jak,163,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
67,museum_baekho,Baekho,162,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
68,museum_hyunmoo,Hyun moo,164,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
69,museum_chungryong,Chung ryong,165,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,
70,fox,Fox,22,5,250,320,30,0,30,30,2,28,2000,0,0,0,30,40,
71,sheep,Sheep,173,11,560,400,1,0,0,0,7,10,2000,0,0,0,0,70,
72,snake,Snake,26,0,92,80,10,0,10,10,10,15,2000,0,0,0,10,75,
73,black_buck,Black buck,89,10,200,500,25,0,25,25,12,20,2000,0,0,0,25,70,
74,blood_wolf,Blood wolf,23,31,600,2000,30,0,30,30,30,115,2000,0,0,0,30,5,
75,dark_fox,Dark fox,22,28,455,1300,20,0,20,20,15,25,2000,1,0,0,20,20,
76,blood_fox,Blood fox,22,31,490,1500,20,0,0,0,15,25,2000,1,0,0,20,12,
77,lava_fox,Lava fox,22,25,455,1600,20,0,20,20,20,30,2000,1,0,0,20,5,
78,sun_fox,Sun fox,22,30,690,3000,20,0,20,20,20,50,2000,1,0,0,20,5,
79,lightning_wolf,Lightning wolf,23,30,1095,4000,20,0,20,20,25,40,2000,1,0,0,20,10,
80,raven,Raven,92,0,27,250,20,0,20,20,3,7,2000,1,0,0,20,25,
81,nine_tailed_fox_buya,Nine-tailed fox,34,5,2450,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,
82,nine_tailed_fox_buya2,Nine-tailed fox,34,5,2450,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,
83,nine_tailed_fox_buya3,Nine-tailed fox,34,5,2450,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,
84,mythic_monkey,Mythic monkey,136,0,3660,50000,50,0,50,65,150,280,1000,1,1,2,50,-25,
85,caterpillar,Caterpillar,183,0,20,0,1,0,0,0,0,0,2000,1,0,0,0,0,
86,monkey_mauler,Monkey mauler,136,20,5100,55000,50,0,50,65,220,300,1000,1,1,2,50,-25,
87,monkey_sentry,Monkey sentry,127,31,2280,24000,32,0,32,32,200,320,2000,1,0,1,32,-10,
88,sheep_veteran,Sheep veteran,135,2,67200,2600000,99,0,99,173,2100,3100,1000,1,1,7,99,-70,
89,mythic_sheep,Mythic sheep,135,2,63200,2000000,99,0,99,173,1600,2400,1000,1,1,6,99,-65,
90,pale_zombie,Pale zombie,113,11,3070,20000,36,0,36,36,50,150,2000,1,0,0,36,5,
91,witch,Witch,109,31,4150,55000,36,0,36,36,100,200,2000,1,0,0,36,0,
92,lesser_skeleton,Lesser skeleton,30,11,5330,90000,50,0,50,50,125,250,2000,1,0,1,50,-10,
93,witch_shaman,Witch shaman,109,30,5890,90000,36,0,36,36,50,250,2000,1,0,1,36,-10,
94,skeleton_ju,Skeleton ju,30,31,8600,200000,50,0,50,50,150,800,3000,1,0,2,50,-25,
95,skeleton_mage,Skeleton mage,30,49,10400,200000,50,0,50,50,200,500,2000,1,1,1,50,-15,
96,skeleton_warrior,Skeleton warrior,30,49,15600,200000,50,0,50,50,250,550,2000,1,1,1,50,-15,
97,giant_centipede,Giant centipede,32,11,264,600,6,0,6,6,18,45,2000,1,0,0,6,75,
98,large_centipede,Large centipede,32,12,22,30,5,0,5,5,2,5,2000,1,0,0,5,85,
99,carrion_raven,Carrion raven,92,0,480,3500,42,0,42,42,30,75,2000,1,0,1,42,-15,
100,giant_spider,Giant spider,97,14,3320,45000,42,0,42,42,100,250,2000,1,0,0,42,0,
101,giant_scorpion,Giant scorpion,171,4,4560,65000,42,0,42,42,150,300,2000,1,0,0,42,-5,
102,trapdoor_spider,Trapdoor spider,97,5,3600,76000,42,0,42,42,100,225,2000,1,0,0,42,0,
103,radiant_spider,Radiant spider,97,24,5080,100000,42,0,42,42,125,275,2000,1,0,0,42,0,
104,pale_scorpion,Pale scorpion,171,11,7200,155000,42,0,42,42,450,675,2000,1,0,1,42,-10,
105,massive_scorpion,Massive scorpion,171,10,110000,260000,55,0,0,0,450,800,2000,1,0,0,50,0,
106,sheep_sentry,Sheep sentry,135,31,40600,1200000,88,0,88,88,2100,3100,2000,1,0,5,88,-70,
107,wild_piglet,Wild piglet,20,3,240,550,17,0,17,17,7,16,2000,1,0,0,17,50,
108,worm,Worm,183,3,250,550,17,0,17,17,8,18,2000,0,0,0,17,50,
109,wild_pig,Wild pig,19,3,470,900,17,0,17,17,7,14,2000,0,0,0,17,40,
110,mud_snake,Mud snake,184,2,530,1000,17,0,17,17,7,14,2000,1,0,0,17,45,
111,fire_worm,Fire worm,183,20,910,2500,17,0,17,17,15,22,2000,0,0,0,17,30,
112,mud_bull,Mud bull,27,3,1360,5800,17,0,17,17,55,80,2000,1,0,0,17,25,
113,earth_snake,Earth snake,184,5,1250,8000,17,0,17,17,30,80,2000,1,0,0,17,15,
114,warthog,Warthog,153,2,1900,8200,17,0,17,17,45,75,2000,1,0,0,17,10,
115,albino_buck,Albino buck,89,11,1090,1200,9,0,9,9,30,40,2000,1,0,0,9,45,
116,hare,Hare,21,37,100,80,9,0,9,9,5,7,2000,1,0,0,9,70,
117,terrified_chicken,Terrified chicken,28,7,230,900,20,0,20,20,10,20,2000,0,0,0,20,5,
118,nine_tailed_fox_kugnae,Nine-tailed fox,34,5,2450,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,
119,strange_thing,Strange thing,192,0,25600,1000000,60,0,60,60,600,960,2000,0,0,0,60,50,
120,ox_gorer,Ox gorer,129,20,30400,850000,99,0,99,163,1000,2000,1000,1,1,5,99,-55,
121,mythic_ox,Mythic ox,129,2,20400,825000,99,0,99,163,900,1800,1000,1,1,4,99,-45,
122,ox_sentry,Ox sentry,129,31,16930,450000,99,0,99,99,950,1900,2000,1,0,5,99,-55,
123,boar_sentry,Boar sentry,139,0,29200,580000,74,0,74,74,1600,2400,2000,1,0,5,74,-60,
124,mythic_boar,Mythic boar,139,2,40000,1100000,99,0,99,163,1400,2200,1000,1,1,5,99,-55,
125,boar_champion,Boar champion,139,20,47600,1300000,99,0,99,163,1500,2600,1000,1,1,6,99,-60,
126,blissful_bird,Blissful bird,58,0,100,250,9,0,9,9,5,7,2000,1,0,0,9,30,
127,dark_wolf,Dark wolf,23,10,450,290,9,0,9,9,5,7,2000,1,0,0,9,70,
128,large_hare,Large hare,21,37,195,300,9,0,9,9,6,12,2000,1,0,0,9,65,
129,ravenous_bird,Ravenous bird,58,0,195,400,9,0,9,9,10,15,2000,1,0,0,9,30,
130,red_hare,Red hare,21,19,256,400,9,0,9,9,7,10,2000,1,0,0,9,60,
131,giant_mantis,Giant mantis,98,8,840,1200,9,0,9,9,20,40,2000,1,0,0,9,35,
132,blood_mantis,Blood mantis,98,31,1230,2000,9,0,9,9,25,50,2000,1,0,0,9,25,
133,lesser_ghost,Lesser ghost,167,11,4150,55000,36,0,36,36,100,200,2000,1,0,0,36,0,
134,wicked_ghost,Wicked ghost,167,12,5890,90000,36,0,36,36,50,250,2000,1,0,1,36,-10,
135,dark_buck,Dark buck,89,10,360,300,9,0,9,9,10,12,2000,1,0,0,9,80,
136,dark_deer,Dark deer,88,10,360,300,9,0,9,9,6,10,3000,0,0,0,9,70,
137,blood_tick,Blood tick,97,31,640,2000,9,0,9,9,15,20,2000,1,0,0,9,15,
138,horse_sentry,Horse sentry,134,31,13700,350000,60,0,60,60,700,1400,2000,1,0,5,60,-50,
139,horse_do,Horse do,134,20,29950,750000,99,0,99,163,800,1800,1000,1,1,5,99,-50,
140,mythic_horse,Mythic horse,134,2,19700,570000,99,0,99,163,800,1600,1000,1,1,4,99,-45,
141,yachi,Yachi,111,2,1080,14000,28,0,28,28,35,115,2000,1,0,0,28,0,
142,seki,Seki,111,12,2080,16500,28,0,28,28,65,175,2000,1,0,0,28,0,
143,li,Li,115,8,2560,34000,28,0,28,28,75,375,2000,1,0,0,28,0,
144,sute,Sute,110,17,3400,40000,28,0,28,28,125,300,2000,1,0,1,28,-10,
145,dog_sentry,Dog sentry,138,31,2960,90000,39,0,39,39,250,350,1000,1,0,2,39,-20,
146,mythic_dog,Mythic dog,138,2,4560,140000,64,0,64,89,200,350,1000,1,1,2,64,-20,
147,dog_assassin,Dog assassin,138,20,6100,165000,64,0,64,89,250,400,1000,1,1,2,64,-20,
148,rat_sentry,Rat sentry,128,31,10440,200000,53,0,53,53,350,750,2000,1,0,3,53,-30,
149,northern_ogre,Northern ogre,99,11,14400,520000,84,0,84,84,700,1500,2000,1,0,3,84,-60,
150,frost_ogre,Frost ogre,99,2,18200,640000,84,0,84,84,1000,2000,2000,1,0,3,84,-65,
151,ice_panther,Ice panther,166,11,8800,700000,84,0,84,84,400,600,2000,1,0,0,84,0,
152,ice_ogre,Ice ogre,99,19,19510,820000,84,0,84,84,1300,2040,2000,1,0,3,84,-60,
153,ogre_citelam,Citelam,99,31,19800,1150000,84,0,0,0,1750,2400,2000,1,0,1,84,-10,
154,ogre_maletic,Maletic,99,37,23800,1150000,84,0,84,84,2000,5200,2000,1,0,6,84,-60,
155,grim_ogre,Grim ogre,185,1,9340,200000,63,0,63,63,200,600,3000,1,0,2,63,-20,
156,southern_ogre,Southern ogre,185,5,10950,300000,63,0,63,63,800,1600,3000,1,0,3,63,-60,
157,muck_ogre,Muck ogre,185,9,15550,440000,63,0,63,63,800,1500,3000,1,0,2,63,-20,
158,slime_ogre,Slime ogre,185,9,15350,440000,63,0,63,63,800,1500,3000,1,0,2,63,-20,
159,log_ogre,Log,185,30,19460,800000,63,0,63,63,800,2460,3000,1,0,1,63,-10,
160,hill_ogre,Hill ogre,185,44,47200,1600000,91,0,91,91,1640,4920,3000,1,0,3,91,-65,
161,dragon_sentry,Dragon sentry,132,30,70800,2150000,99,0,99,99,3100,5000,1000,1,0,5,75,-74,
162,dragon_mage,Dragon mage,132,24,133200,4800000,99,0,99,173,4000,5000,1000,1,1,7,75,-70,
163,mythic_dragon,Mythic dragon,132,0,127200,4400000,99,0,99,173,4600,5900,1000,1,1,7,75,-74,
164,snake_sentry,Snake sentry,133,31,26800,800000,81,0,81,81,1900,2900,1000,1,0,5,81,-65,
165,white_wolf,White wolf,23,29,890,2200,20,0,20,20,25,35,3000,1,0,0,20,20,
166,divine_mouse,Divine mouse,120,13,8650,500000,98,0,98,98,1100,1300,2000,1,0,4,98,-40,
167,mud_rat,Mud rat,90,5,13310,650000,98,0,98,98,1200,1600,2000,1,0,3,98,-40,
168,hunter_rat,Hunter rat,90,21,12950,700000,98,0,98,98,1200,2000,2000,1,0,3,98,-50,
169,lava_rat,Lava rat,91,31,13650,740000,98,0,98,98,1200,2000,2000,1,0,3,98,-50,
170,rat_guardian,Rat guardian,128,16,43400,1000000,99,0,99,99,2100,3100,2000,1,0,5,99,-60,
171,spirit_mouse,Spirit mouse,120,2,69000,2550000,99,0,99,99,5500,6500,2000,1,0,7,99,-70,
172,earth_rat,Earth rat,90,3,79000,3500000,99,0,99,99,6000,8000,2000,1,0,3,99,-70,
173,fire_rat,Fire rat,91,31,109000,4400000,99,0,99,99,6000,10000,2000,1,0,3,99,-80,
174,beady_eyed_stalker,Beady-eyed stalker,90,21,137000,5700000,99,0,99,99,6300,8300,2000,1,0,3,99,-80,
175,rat_defender,Rat defender,128,0,350000,7000000,99,0,130,99,10500,15500,2000,1,0,5,99,-80,
176,mythic_rat,Mythic rat,128,2,9160,330000,78,0,78,103,350,750,1000,1,1,3,78,-30,
177,mighty_mouse,Mighty mouse,128,20,10960,450000,78,0,78,103,400,800,1000,1,1,3,78,-30,
178,divine_rat,Divine rat,128,30,57000,2100000,99,0,99,163,1200,2000,1000,1,1,6,99,-60,
179,rat_lord,Rat lord,128,21,63600,2200000,99,0,99,163,2000,3000,1000,1,1,6,99,-65,
180,spirit_rat,Spirit rat,128,20,470000,14000000,99,0,130,173,8000,12000,1000,1,1,9,99,-90,
181,rat_avenger,Rat avenger,128,20,670000,16000000,99,0,130,173,10000,15000,1000,1,1,9,99,-95,
182,leviathan,Leviathan,158,0,11000,80000,15,0,15,15,400,600,3000,0,0,0,15,-5,
183,blights_thug,Blight\'s thug,220,16,1000,3000,1,0,0,0,0,0,2000,1,0,0,15,0,
184,captured_leviathan,Captured leviathan,158,0,200000,0,1,0,0,0,0,0,4000,0,0,0,99,99,
185,green_squirrel,Green squirrel,25,0,150,500,5,0,5,5,6,26,3000,0,0,0,5,90,
186,blue_deer,Blue deer,89,17,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
187,blue_doe,Blue doe,88,17,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
188,blue_rabbit,Blue rabbit,125,17,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
189,green_deer,Green deer,89,22,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
190,green_doe,Green doe,88,22,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
191,green_rabbit,Green rabbit,125,22,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
192,orange_deer,Orange deer,89,20,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
193,orange_doe,Orange doe,88,20,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
194,orange_rabbit,Orange rabbit,125,20,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
195,red_deer,Red deer,89,31,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
196,red_doe,Red doe,88,31,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
197,red_rabbit,Red rabbit,125,31,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
198,buya_library_mob,Blind mouse,90,11,0,0,1,0,0,0,5,5,2000,1,0,0,15,0,
199,buya_library_mob,Blind rat,91,11,0,0,1,0,0,0,8,8,2000,1,0,0,15,0,
200,buya_library_mob,Blind library mouse,90,11,0,0,1,0,0,0,10,10,2000,1,0,0,15,0,
201,buya_library_mob,Blind centipede,32,11,0,0,1,0,0,0,15,15,2000,1,0,0,15,0,
202,buya_library_mob,Blind library rat,91,11,0,0,1,0,0,0,20,20,2000,1,0,0,15,0,
203,buya_library_mob,Blind mantis,98,11,0,0,1,0,0,0,25,25,2000,1,0,0,15,0,
294,restless_tiger,Restless tiger,107,5,11000,675000,95,0,95,95,1500,1800,2000,1,0,3,95,-48,
295,dark_tiger,Dark tiger,107,12,15400,900000,95,0,95,95,1600,2100,2000,1,0,3,95,-50,
296,giant_tiger,Giant tiger,29,20,17600,1170000,95,0,95,95,1750,2150,2000,1,0,3,95,-50,
297,golden_tiger,Golden tiger,29,30,13330,810000,95,0,95,95,1400,1600,2000,1,0,3,95,-50,
298,yin_mouse,Yin mouse,90,11,200000000,0,1,0,0,0,0,0,2000,0,0,0,0,0,
299,yang_mouse,Yang mouse,90,10,200000000,0,1,0,0,0,0,0,2000,0,0,0,0,0,
300,void_mouse,Void mouse,90,10,200000000,0,1,0,0,0,0,0,2000,0,0,0,0,0,
301,magic_rabbit,Magic rabbit,125,25,10,5,1,0,0,0,0,0,2000,0,0,0,0,-100,
302,evil_presence,Evil presence,193,10,13107,500000,1,0,0,0,2,5,2000,1,0,0,15,0,
303,the_infected,The Infected,193,16,200000000,262500,1,0,0,0,0,0,2000,0,0,0,0,-100,
304,dagger_assassin,Dagger assassin,100,0,10000,100,1,0,0,0,2,5,2000,1,0,0,15,0,
305,mercenary,Mercenary,221,0,600,0,1,0,0,0,0,0,2000,0,0,0,0,0,
306,pine_fox,Pine fox,22,10,1000,0,1,0,0,0,0,0,2000,0,0,0,0,0,
307,pine_wolf,Pine wolf,23,10,900,0,1,0,0,0,0,0,2000,0,0,0,0,0,
308,pine_raven,Pine raven,92,0,400,0,1,0,0,0,0,0,2000,0,0,0,0,0,
309,cow,Cow,27,5,400,900,1,0,0,0,0,0,2000,0,0,0,0,0,
310,nagnag_mercenary_1,Nagnag Mercenary,220,0,10000,1,75,0,0,0,450,500,2000,1,0,0,0,0,
311,nagnag_mercenary_2,Nagnag Mercenary,221,0,10000,1,75,0,0,0,450,500,2000,1,0,0,0,0,
312,nagnag_mercenary_3,Nagnag Mercenary,224,0,10000,1,75,0,0,0,450,500,2000,1,0,0,0,0,
313,strange_thing,Strange thing,192,0,25400,140000,60,0,60,60,600,960,2000,0,0,0,60,50,
314,crow,Crow,92,0,7,40,1,0,0,0,0,0,2000,1,0,0,2,0,
315,man_shik_raven,Man-shik raven,92,0,10000,500000,99,0,0,0,300,1000,2000,1,0,0,20,-10,
316,man_shik,Man-shik,35,10,2100000,1000000,99,99,99,99,1000000,1000000,2000,1,1,3,99,-40,
317,armory_mercenary_1a,Mercenary,220,3,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
318,armory_mercenary_1b,Mercenary,221,3,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
319,armory_mercenary_1c,Mercenary,224,3,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
320,armory_mercenary_2a,Mercenary,220,33,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
321,armory_mercenary_2b,Mercenary,221,33,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
322,armory_mercenary_2c,Mercenary,224,33,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
323,armory_mercenary_3a,Mercenary,220,34,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
324,armory_mercenary_3b,Mercenary,221,34,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
325,armory_mercenary_3c,Mercenary,224,34,400,900,1,0,0,0,0,0,2000,1,0,0,0,0,
326,simple_monkey,Simple monkey,126,7,6800,180000,77,0,77,77,400,600,2000,1,0,1,77,-15,
327,quick_monkey,Quick monkey,126,3,11400,250000,77,0,77,77,440,680,2000,1,0,2,77,-20,
328,agile_monkey,Agile monkey,126,17,11000,350000,77,0,77,77,480,700,2000,1,0,2,77,-25,
329,monsterous_monkey,Monsterous monkey,127,10,15400,370000,77,0,77,77,760,1100,2000,1,0,0,77,0,
330,monkey_guardian,Monkey guardian,127,31,21600,340000,99,0,99,99,940,1640,2000,1,0,5,99,-52,
331,divine_monkey,Divine monkey,136,0,25600,620000,99,0,99,163,820,1520,1000,1,1,4,0,-42,
332,monkey_basher,Monkey basher,136,20,34400,800000,99,0,99,163,900,1600,1000,1,1,5,99,-52,
333,bright_monkey,Bright monkey,126,30,10000,430000,99,0,99,99,1480,1760,2000,1,0,3,99,-50,
334,fast_monkey,Fast monkey,126,19,13875,600000,99,0,99,99,1580,1860,2000,1,0,3,75,-50,
335,spunky_monkey,Spunky monkey,126,20,15790,630000,99,0,99,99,1720,2000,2000,1,0,3,99,-55,
336,diamond_monkey,Diamond monkey,127,2,20200,900000,99,0,99,99,1900,2900,2000,1,0,3,99,-95,
337,monkey_defender,Monkey defender,127,31,43750,1170000,99,0,130,173,2000,3240,2000,1,0,5,99,-70,
338,spirit_monkey,Spirit monkey,136,0,60800,2800000,99,0,130,173,2000,3000,1000,1,1,7,99,-70,
339,monkey_avenger,Monkey avenger,136,20,86400,3000000,99,0,130,173,2100,3300,1000,1,1,7,99,-70,
340,mythic_tiger,Mythic tiger,130,2,63000,3000000,99,0,130,173,1800,2700,1000,1,1,6,99,-68,
341,tiger_warrior,Tiger warrior,130,2,84000,3000000,99,0,130,173,2300,3100,1000,1,1,7,99,-72,
342,raging_tiger,Raging tiger,107,5,90000,5400000,99,0,99,99,7500,9000,2000,1,0,3,99,-70,
343,black_tiger,Black tiger,29,10,100000,7200000,99,0,99,99,7000,8000,2000,1,0,3,99,-72,
344,huge_tiger,Huge tiger,29,20,100000,9000000,99,0,99,99,8000,10500,2000,1,0,3,99,-72,
345,divine_tiger,Divine tiger,130,30,236250,20000000,99,0,130,173,9000,13500,1000,1,1,9,99,-90,
346,tiger_slasher,Tiger slasher,130,3,315000,22000000,99,0,130,173,11500,15500,1000,1,1,9,99,-92,
347,brazen,Brazen,107,31,270000,8650000,99,0,99,99,37500,45000,2000,1,0,3,99,-85,
348,knap,Knap,107,7,300000,9900000,99,0,99,99,35000,45000,2000,1,0,3,99,-87,
349,crazy_claw,Crazy claw,29,20,280000,9900000,99,0,99,99,40000,52500,2000,1,0,3,99,-87,
350,spirit_tiger,Spirit tiger,130,30,1417500,35000000,99,0,130,173,45000,67500,1000,1,1,9,99,-92,
351,tiger_avenger,Tiger avenger,130,30,1890000,35000000,99,0,130,173,57500,77500,1000,1,1,9,99,-95,
352,stout_piglet,Stout piglet,20,0,40000,1350000,99,0,99,99,3580,5380,2000,1,0,3,99,-60,
353,stout_pig,Stout pig,19,11,46400,1700000,99,0,99,99,3500,6980,2000,1,0,3,99,-65,
