key,pathId,level,gold,item1,amt1,item2,amt2,item3,amt3,item4,amt4,source
vital_spark_poet,4,15,100,acorn,50,,,,,,,archive-spells-poet
singe_poet,4,17,0,acorn,20,rabbit_meat,10,,,,,archive-spells-poet
remove_curse_poet,4,18,10,blue_ring,1,,,,,,,archive-spells-poet
valor_poet,4,21,100,antler,10,snake_meat,20,,,,,archive-spells-poet
heal_poet,4,22,0,ink,1,snake_meat,10,,,,,archive-spells-poet
ignite_poet,4,22,0,acorn,20,rabbit_meat,10,,,,,archive-spells-poet
anoint_poet,4,28,100,aged_wine,1,,,,,,,archive-spells-poet
approach_spell,4,29,100,gold_acorn,1,,,,,,,archive-spells-poet
sanctuary_poet,4,30,0,scroll,1,ink,1,,,,,archive-spells-poet
remove_veil_poet,4,31,0,ancient_robes,1,,,,,,,archive-spells-poet
return_spell,4,32,0,yellow_scroll,1,,,,,,,archive-spells-poet
endear_poet,4,33,0,light_fox_fur,10,red_fox_fur,10,topaz,1,,,archive-spells-poet
cure_paralysis_poet,4,34,100,fine_snake_meat,1,,,,,,,archive-spells-poet
summon_spell,4,38,100,acorn,70,,,,,,,archive-spells-poet
mentor,4,40,1000,wicked_staff,1,,,,,,,archive-spells-poet
revitalize_poet,4,40,0,aged_wine,1,amethyst,1,,,,,archive-spells-poet
inspiration_poet,4,45,1000,fragile_rose,1,,,,,,,archive-spells-poet
remedy_poet,4,45,100,fox_fur,20,mountain_ginseng,1,,,,,archive-spells-poet
atone_poet,4,48,100,gold_acorn,1,scroll,1,,,,,archive-spells-poet
second_sight_poet,4,53,500,acorn,100,steel_saber,1,,,,,archive-spells-poet
retribution_poet,4,56,2000,purple_ring,1,wicked_staff,1,,,,,archive-spells-poet
barrier_poet,4,60,500,acorn,70,light_fox_fur,20,,,,,archive-spells-poet
fortify_poet,4,60,100,light_fox_fur,20,mountain_ginseng,1,,,,,archive-spells-poet
inspire_poet,4,60,100,amethyst,1,gold_acorn,1,,,,,archive-spells-poet
cotw_controller_poet,4,63,1000,acorn,100,pearl_charm,1,,,,,archive-spells-poet
scourge_poet,4,70,1000,acorn,80,amber,2,,,,,archive-spells-poet
blockade_human_poet,4,75,500,acorn,50,dark_amber,1,,,,,archive-spells-poet
heavens_kiss_poet,4,80,800,acorn,80,dark_amber,1,,,,,archive-spells-poet
harden_body_poet,4,85,5000,acorn,100,amber,20,,,,,archive-spells-poet
dispell_poet,4,88,100,acorn,80,deaths_head,1,,,,,archive-spells-poet
flare_poet,4,90,10000,gold_acorn,5,,,,,,,archive-spells-poet
share_wisdom,4,90,100000,,,,,,,,,archive-spells-poet
water_of_life_poet,4,95,5000,acorn,100,dark_amber,1,red_potion,1,,,archive-spells-poet
resurrect_poet,4,99,10000,acorn,199,dark_amber,5,red_potion,2,,,archive-spells-poet
anger_warrior,1,6,0,acorn,20,rabbit_meat,5,,,,,rtk-lua
tease_warrior,1,6,0,acorn,20,rabbit_meat,5,,,,,rtk-lua
mock_warrior,1,6,0,acorn,20,rabbit_meat,5,,,,,rtk-lua
souls_rage_warrior,1,7,100,rabbit_meat,25,,,,,,,rtk-lua
spirit_of_the_forest_warrior,1,7,100,rabbit_meat,25,,,,,,,rtk-lua
augmentation_warrior,1,7,100,rabbit_meat,25,,,,,,,rtk-lua
sanctification_warrior,1,10,80,antler,3,,,,,,,rtk-lua
tribal_gathering_warrior,1,10,80,antler,3,,,,,,,rtk-lua
strength_of_purpose_warrior,1,10,80,antler,3,,,,,,,rtk-lua
spiritsong_warrior,1,13,40,acorn,70,,,,,,,rtk-lua
helping_hand_warrior,1,13,40,acorn,70,,,,,,,rtk-lua
heal_others_warrior,1,13,40,acorn,70,,,,,,,rtk-lua
back_battle_warrior,1,15,100,snake_meat,20,antler,3,,,,,rtk-lua
back_attack_warrior,1,15,100,snake_meat,20,antler,3,,,,,rtk-lua
back_damage_warrior,1,15,100,snake_meat,20,antler,3,,,,,rtk-lua
flank_battle_warrior,1,20,150,snake_meat,20,antler,5,,,,,rtk-lua
flank_attack_warrior,1,20,150,snake_meat,20,antler,5,,,,,rtk-lua
flank_damage_warrior,1,20,150,snake_meat,20,antler,5,,,,,rtk-lua
filling_the_soul_warrior,1,24,250,antler,5,fox_fur,15,,,,,rtk-lua
spirit_of_the_wild_warrior,1,24,250,antler,5,fox_fur,15,,,,,rtk-lua
ohaengs_grace_warrior,1,24,250,antler,5,fox_fur,15,,,,,rtk-lua
spiritual_aid_warrior,1,28,150,antler,5,fox_fur,10,steel_saber,1,,,rtk-lua
oneness_warrior,1,28,150,antler,5,fox_fur,10,steel_saber,1,,,rtk-lua
strengthen_weapon_warrior,1,28,150,antler,5,fox_fur,10,steel_saber,1,,,rtk-lua
renew_essence_warrior,1,31,200,acorn,80,red_fox_fur,10,light_fox_fur,10,,,rtk-lua
lifesong_warrior,1,31,200,acorn,80,red_fox_fur,10,light_fox_fur,10,,,rtk-lua
sweet_waters_warrior,1,31,200,acorn,80,red_fox_fur,10,light_fox_fur,10,,,rtk-lua
spirit_arm_warrior,1,35,500,ambrosia,1,red_fox_fur,10,light_fox_fur,10,,,rtk-lua
touch_of_the_bear_warrior,1,35,500,ambrosia,1,red_fox_fur,10,light_fox_fur,10,,,rtk-lua
sharpen_warrior,1,35,500,ambrosia,1,red_fox_fur,10,light_fox_fur,10,,,rtk-lua
spirits_whisper_warrior,1,38,100,rat_meat,10,amber,1,,,,,rtk-lua
creatures_guidance_warrior,1,38,100,rat_meat,10,amber,1,,,,,rtk-lua
spot_unbalance_warrior,1,38,100,rat_meat,10,amber,1,,,,,rtk-lua
strength_of_ancestors_warrior,1,45,750,fine_snake_meat,5,fox_tail,1,light_fox_fur,20,,,rtk-lua
spirit_of_the_dragon_warrior,1,45,750,fine_snake_meat,5,fox_tail,1,light_fox_fur,20,,,rtk-lua
ohaengs_anger_warrior,1,45,750,fine_snake_meat,5,fox_tail,1,light_fox_fur,20,,,rtk-lua
tincture_of_the_unknown_warrior,1,55,1000,antler,10,red_fox_fur,20,steel_saber,1,,,rtk-lua
tigers_claw_warrior,1,55,1000,antler,10,red_fox_fur,20,steel_saber,1,,,rtk-lua
whetstone_warrior,1,55,1000,antler,10,red_fox_fur,20,steel_saber,1,,,rtk-lua
hand_of_darkness_warrior,1,70,1500,antler,10,amber,10,maxcaliber,1,,,rtk-lua
dragons_claw_warrior,1,70,1500,antler,10,amber,10,maxcaliber,1,,,rtk-lua
razors_edge_warrior,1,70,1500,antler,10,amber,10,maxcaliber,1,,,rtk-lua
no_fear_warrior,1,40,5000,iron_sword,1,maxcaliber,1,amber,20,,,rtk-lua
tigers_pounce_warrior,1,40,5000,iron_sword,1,maxcaliber,1,amber,20,,,rtk-lua
winds_blast_warrior,1,40,5000,iron_sword,1,maxcaliber,1,amber,20,,,rtk-lua
touch_of_health_warrior,1,90,10000,angels_tear,1,light_fox_fur,40,mountain_ginseng,1,,,rtk-lua
balm_warrior,1,90,10000,angels_tear,1,light_fox_fur,40,mountain_ginseng,1,,,rtk-lua
restoration_warrior,1,90,10000,angels_tear,1,light_fox_fur,40,mountain_ginseng,1,,,rtk-lua
deaths_angel_warrior,1,63,10000,angels_tear,1,dark_amber,20,electra,1,,,rtk-lua
natures_own_warrior,1,63,10000,angels_tear,1,dark_amber,20,electra,1,,,rtk-lua
bladedance_warrior,1,63,10000,angels_tear,1,dark_amber,20,electra,1,,,rtk-lua
hoche_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,rtk-lua
immunity_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,rtk-lua
forest_blessing_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,rtk-lua
magics_shield_warrior,1,99,25000,spike,1,mountain_ginseng,1,,,,,rtk-lua
salvation_warrior,1,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
redemption_warrior,1,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
ointment_of_light_warrior,1,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
return_of_life_warrior,1,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
vipers_venom_warrior,1,99,40000,il_san_spike,1,ice_sabre,2,dragons_liver,2,,,rtk-lua
assault_warrior,1,99,400000,,,,,,,,,rtk-lua
deaths_challenge_warrior,1,99,400000,,,,,,,,,rtk-lua
cold_snap_warrior,1,99,400000,,,,,,,,,rtk-lua
volley_warrior,1,99,400000,,,,,,,,,rtk-lua
dragons_flame_warrior,1,99,60000,ee_san_spike,1,light_sword,4,dragons_liver,4,,,rtk-lua
hunangs_relief_warrior,1,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
from_the_brink_warrior,1,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
natures_slave_warrior,1,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
lifes_essence_warrior,1,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
spiritsong_rogue,2,7,40,acorn,70,,,,,,,rtk-lua
helping_hand_rogue,2,7,40,acorn,70,,,,,,,rtk-lua
heal_others_rogue,2,7,40,acorn,70,,,,,,,rtk-lua
spirit_strength_rogue,2,15,100,acorn,50,snake_meat,20,,,,,rtk-lua
inner_blessing_rogue,2,15,100,acorn,50,snake_meat,20,,,,,rtk-lua
temper_rogue,2,15,100,acorn,50,snake_meat,20,,,,,rtk-lua
spiritual_advisor_rogue,2,17,150,acorn,70,snake_meat,30,,,,,rtk-lua
natural_talent_rogue,2,17,150,acorn,70,snake_meat,30,,,,,rtk-lua
appraise_rogue,2,17,150,acorn,70,snake_meat,30,,,,,rtk-lua
embrace_of_the_void_rogue,2,18,200,acorn,30,topaz,1,,,,,rtk-lua
lightning_rogue,2,18,200,acorn,30,topaz,1,,,,,rtk-lua
natures_storm_rogue,2,18,200,acorn,30,topaz,1,,,,,rtk-lua
spiritual_cure_rogue,2,20,100,acorn,50,,,,,,,rtk-lua
natures_kiss_rogue,2,20,100,acorn,50,,,,,,,rtk-lua
cooling_touch_rogue,2,20,100,acorn,50,,,,,,,rtk-lua
spirit_strike_rogue,2,24,200,acorn,30,light_fox_fur,1,topaz,2,,,rtk-lua
wrath_of_nature_rogue,2,24,200,acorn,30,light_fox_fur,1,topaz,2,,,rtk-lua
thunderclap_rogue,2,24,200,acorn,30,light_fox_fur,1,topaz,2,,,rtk-lua
spirit_warrior_rogue,2,24,200,acorn,100,red_fox_fur,10,,,,,rtk-lua
natural_defense_rogue,2,24,200,acorn,100,red_fox_fur,10,,,,,rtk-lua
ohaengs_armor_rogue,2,24,200,acorn,100,red_fox_fur,10,,,,,rtk-lua
spiritual_guide_rogue,2,28,200,acorn,100,red_fox_fur,15,,,,,rtk-lua
natures_handiwork_rogue,2,28,200,acorn,100,red_fox_fur,15,,,,,rtk-lua
judgement_day_rogue,2,28,200,acorn,100,red_fox_fur,15,,,,,rtk-lua
souls_rage_rogue,2,34,300,acorn,150,light_fox_fur,20,,,,,rtk-lua
spirit_of_the_forest_rogue,2,34,300,acorn,150,light_fox_fur,20,,,,,rtk-lua
augmentation_rogue,2,34,300,acorn,150,light_fox_fur,20,,,,,rtk-lua
kwisin_mask_rogue,2,33,100,acorn,80,fox_fur,10,,,,,rtk-lua
mingken_mask_rogue,2,33,100,acorn,80,fox_fur,10,,,,,rtk-lua
ohaeng_mask_rogue,2,33,100,acorn,80,fox_fur,10,,,,,rtk-lua
spirits_form_rogue,2,30,0,fox_tail,1,topaz,1,,,,,rtk-lua
lifes_cloak_rogue,2,30,0,fox_tail,1,topaz,1,,,,,rtk-lua
glass_form_rogue,2,30,0,fox_tail,1,topaz,1,,,,,rtk-lua
displacement_rogue,2,38,400,acorn,180,fox_blade,1,,,,,rtk-lua
waylay_rogue,2,38,400,acorn,180,fox_blade,1,,,,,rtk-lua
reflect_rogue,2,38,400,acorn,180,fox_blade,1,,,,,rtk-lua
spirits_embrace_rogue,2,48,300,acorn,100,mountain_ginseng,1,,,,,rtk-lua
infuse_energy_rogue,2,48,300,acorn,100,mountain_ginseng,1,,,,,rtk-lua
lifes_river_rogue,2,48,300,acorn,100,mountain_ginseng,1,,,,,rtk-lua
the_voids_measure_rogue,2,45,500,acorn,50,amethyst,2,steel_saber,1,,,rtk-lua
beastly_frenzy_rogue,2,45,500,acorn,50,amethyst,2,steel_saber,1,,,rtk-lua
tilting_the_balance_rogue,2,45,500,acorn,50,amethyst,2,steel_saber,1,,,rtk-lua
filling_the_soul_rogue,2,56,1000,acorn,180,lucky_coin,1,moonblade,1,,,rtk-lua
spirit_of_the_wild_rogue,2,56,1000,acorn,180,lucky_coin,1,moonblade,1,,,rtk-lua
ohaengs_grace_rogue,2,56,1000,acorn,180,lucky_coin,1,moonblade,1,,,rtk-lua
spirits_hand_rogue,2,65,2000,acorn,130,steel_sword,1,,,,,rtk-lua
quick_fingers_rogue,2,65,2000,acorn,130,steel_sword,1,,,,,rtk-lua
light_touch_rogue,2,65,2000,acorn,130,steel_sword,1,,,,,rtk-lua
spirit_caress_rogue,2,90,25000,,,,,,,,,rtk-lua
heal_injury_rogue,2,90,25000,,,,,,,,,rtk-lua
bandage_rogue,2,90,25000,,,,,,,,,rtk-lua
afterlifes_embrace_rogue,2,63,5000,deaths_head,1,titanium_glove,1,whisper_bracelet,1,,,rtk-lua
mingkens_judgement_rogue,2,63,5000,deaths_head,1,titanium_glove,1,whisper_bracelet,1,,,rtk-lua
calculating_blow_rogue,2,63,5000,deaths_head,1,titanium_glove,1,whisper_bracelet,1,,,rtk-lua
maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
kwisin_maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
mingken_maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
ohaeng_maros_remedy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
baekhos_rage_rogue,2,99,40000,il_san_blood,1,flamefang,2,magical_dust,2,,,rtk-lua
masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,rtk-lua
kwisin_masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,rtk-lua
mingken_masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,rtk-lua
ohaeng_masos_remedy_rogue,2,99,50000,mountain_ginseng,2,,,,,,,rtk-lua
refresh_rogue,2,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
souls_awakening_rogue,2,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
healing_waters_rogue,2,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
fire_dance_rogue,2,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
tigers_fortitude_rogue,2,99,300000,,,,,,,,,rtk-lua
baekhos_blade_rogue,2,99,60000,ee_san_blood,1,dark_dagger,4,magical_dust,4,,,rtk-lua
chance_rogue,2,99,200000,,,,,,,,,rtk-lua
randomness_rogue,2,99,200000,,,,,,,,,rtk-lua
natures_choice_rogue,2,99,200000,,,,,,,,,rtk-lua
trial_by_fire_rogue,2,99,200000,,,,,,,,,rtk-lua
swift_recovery_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
renew_energy_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
loving_dew_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
invigorate_rogue,2,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
set_snare_trap,2,33,350,fine_rabbit_meat,2,,,,,,,rtk-lua
set_bladestorm_trap,2,99,200000,,,,,,,,,rtk-lua
set_swords_dance_trap,2,99,200000,,,,,,,,,rtk-lua
set_tigers_ambush_trap,2,99,200000,,,,,,,,,rtk-lua
set_cutting_edge_trap,2,99,200000,,,,,,,,,rtk-lua
spirit_strength_mage,3,6,50,bears_liver,1,antler,5,,,,,rtk-lua
inner_blessing_mage,3,6,50,bears_liver,1,antler,5,,,,,rtk-lua
temper_mage,3,6,50,bears_liver,1,antler,5,,,,,rtk-lua
glimpse_of_the_void_mage,3,9,10,acorn,10,book,1,,,,,rtk-lua
bolt_mage,3,9,10,acorn,10,book,1,,,,,rtk-lua
natures_ire_mage,3,9,10,acorn,10,book,1,,,,,rtk-lua
spiritsong_mage,3,11,10,acorn,10,rabbit_meat,10,book,1,,,rtk-lua
helping_hand_mage,3,11,10,acorn,10,rabbit_meat,10,book,1,,,rtk-lua
heal_others_mage,3,11,10,acorn,10,rabbit_meat,10,book,1,,,rtk-lua
embrace_of_the_void_mage,3,13,100,ink,1,book,1,,,,,rtk-lua
lightning_mage,3,13,100,ink,1,book,1,,,,,rtk-lua
natures_storm_mage,3,13,100,ink,1,book,1,,,,,rtk-lua
thicken_skin_mage,3,14,100,gold_acorn,1,ancient_armor,1,,,,,rtk-lua
shield_of_life_mage,3,14,100,gold_acorn,1,ancient_armor,1,,,,,rtk-lua
elemental_armor_mage,3,14,100,gold_acorn,1,ancient_armor,1,,,,,rtk-lua
spirit_strike_mage,3,18,200,ink,1,book,1,,,,,rtk-lua
wrath_of_nature_mage,3,18,200,ink,1,book,1,,,,,rtk-lua
thunderclap_mage,3,18,200,ink,1,book,1,,,,,rtk-lua
spirits_smile_mage,3,21,0,ginseng,1,light_fox_fur,10,,,,,rtk-lua
lifes_water_mage,3,21,0,ginseng,1,light_fox_fur,10,,,,,rtk-lua
quicken_mage,3,21,0,ginseng,1,light_fox_fur,10,,,,,rtk-lua
soulstorm_mage,3,22,0,acorn,50,topaz,2,,,,,rtk-lua
avalanche_mage,3,22,0,acorn,50,topaz,2,,,,,rtk-lua
deluge_mage,3,22,0,acorn,50,topaz,2,,,,,rtk-lua
spiritual_cure_mage,3,11,0,bears_liver,5,ginseng,1,,,,,rtk-lua
natures_kiss_mage,3,11,0,bears_liver,5,ginseng,1,,,,,rtk-lua
cooling_touch_mage,3,11,0,bears_liver,5,ginseng,1,,,,,rtk-lua
strengthen_mage,3,23,150,snake_meat,20,antler,10,,,,,rtk-lua
bless_muscles_mage,3,23,150,snake_meat,20,antler,10,,,,,rtk-lua
power_burst_mage,3,23,150,snake_meat,20,antler,10,,,,,rtk-lua
soul_strike_mage,3,26,0,gold_acorn,1,topaz,1,,,,,rtk-lua
