SpnId,SpnMobId,SpnMapId,SpnX,SpnY,SpnLastDeath,SpnStartTime,SpnEndTime,SpnMobIdReplace
265,7,0,215,130,1563338117,25,25,0
266,2,0,7,136,1567144308,25,25,0
267,6,0,26,140,1567181817,25,25,0
268,1,0,39,137,1567223135,25,25,0
269,1,0,84,141,1567011464,25,25,0
270,6,0,143,138,1566894787,25,25,0
271,3,0,167,140,1567223324,25,25,0
272,2,0,171,142,1563478639,25,25,0
273,6,0,206,142,1566968450,25,25,0
274,4,0,215,142,1565363470,25,25,0
275,1,0,219,137,1565363468,25,25,0
276,4,0,4,144,1567144313,25,25,0
277,1,0,7,146,1563338118,25,25,0
278,6,0,20,151,1567227526,25,25,0
279,4,0,40,151,1567195594,25,25,0
280,1,0,52,146,1597279161,25,25,0
281,7,0,57,146,1563338118,25,25,0
282,1,0,66,144,1567223157,25,25,0
283,1,0,74,149,1567223154,25,25,0
284,2,0,135,144,1566137796,25,25,0
285,2,0,196,145,1567293254,25,25,0
286,6,0,218,151,1566757077,25,25,0
287,6,0,8,153,1566870730,25,25,0
288,4,0,10,159,1567144323,25,25,0
289,3,0,16,153,1591499502,25,25,0
290,2,0,23,153,1567260892,25,25,0
291,1,0,20,153,1567265637,25,25,0
292,6,0,25,158,1566986624,25,25,0
293,6,0,40,155,1567003737,25,25,0
294,6,0,48,156,1567218222,25,25,0
295,1,0,69,159,1567223679,25,25,0
296,4,0,111,159,1567223235,25,25,0
297,2,0,118,152,1567040424,25,25,0
298,6,0,195,152,1567224889,25,25,0
299,6,0,42,160,1567218221,25,25,0
300,1,0,45,162,1567121405,25,25,0
301,3,0,59,167,1567260465,25,25,0
302,3,0,71,165,1567223178,25,25,0
303,6,0,167,165,1566177119,25,25,0
304,2,0,171,166,1566506161,25,25,0
305,2,0,172,162,1563478330,25,25,0
306,1,0,180,165,1563338118,25,25,0
307,6,0,204,163,1566575141,25,25,0
308,4,0,216,163,1563338118,25,25,0
309,1,0,217,167,1563338118,25,25,0
310,1,0,4,172,1563338118,25,25,0
311,3,0,18,175,1567170846,25,25,0
312,1,0,46,168,1567070460,25,25,0
313,1,0,60,168,1567204875,25,25,0
314,3,0,71,174,1567223197,25,25,0
315,2,0,75,175,1566726027,25,25,0
316,4,0,86,174,1566987453,25,25,0
317,3,0,86,173,1567223209,25,25,0
318,3,0,95,174,1567223219,25,25,0
319,6,0,107,174,1567104059,25,25,0
320,6,0,111,168,1567039910,25,25,0
321,2,0,142,174,1564183630,25,25,0
322,1,0,169,168,1563338118,25,25,0
323,1,0,209,174,1566575130,25,25,0
324,2,0,219,172,1566257372,25,25,0
325,2,0,217,173,1563338118,25,25,0
326,3,0,7,180,1567144228,25,25,0
327,1,0,1,178,1563338118,25,25,0
328,4,0,10,177,1567144333,25,25,0
329,6,0,24,177,1567103515,25,25,0
330,4,0,29,183,1567079122,25,25,0
331,1,0,31,182,1567048696,25,25,0
332,7,0,118,183,1563338118,25,25,0
333,7,0,118,176,1566014331,25,25,0
334,6,0,214,176,1567224906,25,25,0
335,2,0,216,182,1563338118,25,25,0
336,6,0,1,190,1566009757,25,25,0
337,6,0,54,188,1567279824,25,25,0
338,1,0,52,189,1566791572,25,25,0
339,2,0,115,186,1566753549,25,25,0
340,1,0,114,189,1567224908,25,25,0
341,4,0,120,187,1566709382,25,25,0
342,6,0,132,187,1567011089,25,25,0
343,1,0,135,188,1566753588,25,25,0
344,2,0,172,190,1566506168,25,25,0
345,3,0,187,186,1567137002,25,25,0
346,3,0,203,186,1566965262,25,25,0
347,2,0,206,185,1566963443,25,25,0
348,1,0,219,186,1563338118,25,25,0
349,3,0,23,199,1567144235,25,25,0
350,1,0,16,197,1566968262,25,25,0
351,1,0,28,197,1566968256,25,25,0
352,6,0,34,197,1567034545,25,25,0
353,6,0,46,192,1566425670,25,25,0
354,6,0,95,192,1566875448,25,25,0
355,3,0,91,192,1567011370,25,25,0
356,2,0,102,194,1566948097,25,25,0
357,6,0,110,196,1567223397,25,25,0
358,2,0,116,192,1566753558,25,25,0
359,6,0,152,192,1567208214,25,25,0
360,2,0,189,195,1566963800,25,25,0
361,2,0,191,197,1566963803,25,25,0
362,1,0,5,205,1563338118,25,25,0
363,3,0,22,203,1567144253,25,25,0
364,2,0,56,205,1566883602,25,25,0
365,6,0,69,202,1567285699,25,25,0
366,4,0,69,201,1563338118,25,25,0
367,6,0,73,202,1567204891,25,25,0
368,3,0,75,201,1566963245,25,25,0
369,2,0,79,202,1567193566,25,25,0
370,2,0,81,205,1567193561,25,25,0
371,6,0,106,206,1567288302,25,25,0
372,2,0,106,207,1591926494,25,25,0
373,4,0,116,205,1567187386,25,25,0
374,1,0,114,202,1567224905,25,25,0
375,6,0,132,206,1567011147,25,25,0
376,6,0,167,204,1566514309,25,25,0
377,3,0,163,204,1567171249,25,25,0
378,1,0,177,200,1566968442,25,25,0
379,2,0,188,206,1567092983,25,25,0
380,2,0,196,204,1567280368,25,25,0
381,3,0,216,202,1566257390,25,25,0
382,3,0,1,211,1567144348,25,25,0
383,3,0,31,210,1567079330,25,25,0
384,2,0,47,208,1566968351,25,25,0
385,6,0,81,211,1567273046,25,25,0
386,1,0,85,208,1567208963,25,25,0
387,6,0,94,215,1567222310,25,25,0
388,3,0,90,215,1566412325,25,25,0
389,2,0,94,211,1567286067,25,25,0
390,3,0,119,209,1567220557,25,25,0
391,2,0,116,208,1567164059,25,25,0
392,1,0,124,210,1567107232,25,25,0
393,4,0,137,209,1566754872,25,25,0
394,2,0,143,215,1563338118,25,25,0
395,1,0,140,211,1567128425,25,25,0
396,2,0,146,209,1566453981,25,25,0
397,2,0,156,210,1566514299,25,25,0
398,3,0,160,214,1565857699,25,25,0
399,6,0,176,214,1566672860,25,25,0
400,6,0,178,214,1566809652,25,25,0
401,2,0,197,208,1567280335,25,25,0
402,2,0,215,209,1563338118,25,25,0
403,6,0,15,217,1567144319,25,25,0
404,6,0,38,219,1567208794,25,25,0
405,6,0,43,217,1566675624,25,25,0
406,6,0,43,216,1567027417,25,25,0
407,6,0,52,216,1567104042,25,25,0
408,4,0,55,219,1566257041,25,25,0
409,6,0,69,217,1567123854,25,25,0
410,6,0,80,219,1566758493,25,25,0
411,3,0,84,216,1566412329,25,25,0
412,2,0,92,218,1563338118,25,25,0
413,1,0,108,219,1567093807,25,25,0
414,1,0,124,216,1563338118,25,25,0
415,2,0,146,217,1566257907,25,25,0
416,6,0,204,217,1566023018,25,25,0
421,42,1321,10,8,1567108769,25,25,0
422,42,1321,13,8,1567192152,25,25,0
423,42,1321,20,11,1567192120,25,25,0
424,42,1321,18,8,1567192131,25,25,0
425,48,3040,29,3,1597614475,25,25,0
426,57,4702,23,30,1546588360,25,25,0
427,56,4702,17,31,1546588620,25,25,0
428,58,4702,23,33,1546588620,25,25,0
429,59,4702,21,20,1546588620,25,25,0
430,59,4702,25,22,1546588360,25,25,0
431,60,4702,25,20,1546588360,25,25,0
432,61,4702,3,19,1546588360,25,25,0
433,61,4702,5,20,1546588360,25,25,0
434,61,4702,8,20,1546588360,25,25,0
435,63,4702,20,5,1546588360,25,25,0
436,62,4702,21,7,1546588360,25,25,0
437,64,4702,5,6,1546588360,25,25,0
438,65,4702,8,6,1546588360,25,25,0
439,66,4703,21,22,1542196683,25,25,0
440,67,4703,6,18,1542196683,25,25,0
441,68,4703,8,8,1542196683,25,25,0
442,69,4703,22,8,1542196683,25,25,0
493,81,4,3,4,1527550411,25,25,81
494,82,4,3,4,0,25,25,0
495,83,4,3,4,0,25,25,0
496,3,330,87,21,1596763726,25,25,0
497,2,330,87,19,1596764499,25,25,0
498,2,330,87,22,1596764486,25,25,0
499,2,330,85,22,1596764481,25,25,0
500,2,330,85,20,1596764484,25,25,0
502,2,330,92,20,1596763726,25,25,0
503,2,330,94,20,1596763753,25,25,0
504,2,330,94,22,1596763755,25,25,0
505,2,330,89,21,1596764489,25,25,0
506,2,330,89,19,1596762974,25,25,0
507,2,330,98,21,1596767098,25,25,0
508,2,330,96,20,1596763752,25,25,0
509,2,330,96,22,1596763657,25,25,0
510,2,330,110,22,1596763781,25,25,0
511,3,330,113,21,1596764557,25,25,0
512,3,330,117,21,1596763616,25,25,0
513,2,330,112,22,1596764552,25,25,0
514,2,330,112,20,1596764548,25,25,0
515,2,330,114,20,1596764545,25,25,0
516,2,330,114,22,1596763612,25,25,0
517,2,330,116,20,1596764547,25,25,0
518,2,330,117,22,1596764544,25,25,0
519,2,330,118,20,1596763622,25,25,0
520,2,330,119,21,1596764548,25,25,0
521,4,330,87,28,1596764480,25,25,0
522,2,330,87,29,1597201563,25,25,0
523,2,330,85,28,1596764478,25,25,0
525,4,330,91,28,1596764476,25,25,0
526,3,330,91,26,1596764517,25,25,0
527,2,330,95,29,1596767091,25,25,0
528,2,330,93,28,1597201565,25,25,0
529,2,330,91,29,1597201564,25,25,0
530,2,330,89,28,1596764474,25,25,0
531,2,330,89,25,1596764517,25,25,0
532,3,330,101,27,1597106437,25,25,0
533,2,330,102,28,1596763795,25,25,0
534,2,330,102,26,1596764612,25,25,0
535,2,330,100,27,1597106430,25,25,0
536,2,330,100,29,1597201565,25,25,0
537,2,330,98,28,1596764612,25,25,0
538,2,330,98,26,1596763757,25,25,0
539,2,330,96,24,1596767098,25,25,0
540,2,330,96,27,1596767096,25,25,0
541,4,330,108,26,1596764555,25,25,0
542,4,330,104,28,1596764612,25,25,0
543,2,330,109,27,1596764558,25,25,0
544,2,330,107,27,1596763791,25,25,0
545,2,330,105,28,1597201566,25,25,0
546,2,330,105,26,1596762728,25,25,0
547,2,330,104,29,1596763797,25,25,0
548,2,330,14,23,1596504213,25,25,0
550,2,330,10,23,1596504213,25,25,0
552,2,330,19,20,1596504213,25,25,0
554,2,330,16,23,1596504213,25,25,0
556,2,330,29,20,1596504213,25,25,0
558,2,330,25,20,1596504213,25,25,0
560,2,330,34,20,1596504213,25,25,0
561,8,330,11,28,1547332206,25,25,0
562,8,330,9,30,1546668518,25,25,0
563,8,330,15,30,1547332230,25,25,0
564,8,330,11,24,1547575178,25,25,0
566,2,330,11,31,1596504213,25,25,0
568,2,330,11,29,1596504213,25,25,0
570,2,330,14,27,1596504213,25,25,0
572,2,330,13,25,1596504213,25,25,0
574,8,330,16,26,1547332217,25,25,0
576,2,330,20,31,1596504213,25,25,0
578,2,330,22,29,1596504213,25,25,0
580,2,330,18,29,1596504213,25,25,0
582,2,330,16,27,1596504213,25,25,0
584,2,330,19,25,1596504213,25,25,0
586,2,330,30,31,1596504213,25,25,0
588,2,330,31,27,1596504213,25,25,0
590,2,330,32,31,1596504213,25,25,0
592,2,330,34,29,1596504213,25,25,0
594,2,330,33,27,1596504213,25,25,0
596,2,330,9,32,1596504213,25,25,0
598,2,330,11,36,1596504213,25,25,0
600,2,330,11,33,1596504213,25,25,0
602,2,330,18,35,1596504213,25,25,0
604,2,330,20,36,1596504213,25,25,0
606,2,330,17,33,1596504213,25,25,0
608,2,330,22,33,1596504213,25,25,0
610,2,330,28,36,1596504213,25,25,0
612,2,330,24,33,1596504213,25,25,0
614,2,330,37,36,1596504213,25,25,0
616,2,330,35,36,1596504213,25,25,0
618,2,330,34,33,1596504213,25,25,0
619,2,330,36,33,1596504213,25,25,0
620,2,330,71,95,1596504214,25,25,0
621,2,330,78,93,1596504214,25,25,0
622,2,330,75,93,1596504214,25,25,0
623,2,330,72,93,1596504214,25,25,0
624,2,330,77,95,1596504214,25,25,0
625,2,330,74,95,1596504214,25,25,0
626,2,330,80,94,1596504214,25,25,0
627,1,330,62,97,1596504214,25,25,0
628,1,330,62,100,1596504214,25,25,0
629,1,330,62,103,1596504214,25,25,0
630,1,330,60,101,1596504214,25,25,0
631,1,330,60,98,1596504214,25,25,0
632,1,330,71,103,1596504214,25,25,0
633,1,330,71,99,1596504214,25,25,0
634,1,330,69,98,1596504214,25,25,0
635,1,330,69,101,1596504214,25,25,0
636,1,330,69,96,1596504214,25,25,0
637,1,330,66,98,1596504214,25,25,0
638,1,330,66,101,1596504214,25,25,0
639,1,330,64,102,1596504214,25,25,0
640,1,330,64,99,1596504214,25,25,0
641,2,330,79,101,1596504214,25,25,0
642,2,330,79,98,1596504214,25,25,0
643,2,330,77,102,1596504214,25,25,0
644,1,330,77,99,1596504214,25,25,0
645,1,330,78,96,1596504214,25,25,0
646,1,330,75,96,1596504214,25,25,0
647,1,330,72,96,1596504214,25,25,0
648,2,330,81,96,1596504214,25,25,0
649,2,330,82,98,1596504214,25,25,0
650,2,330,82,100,1596504214,25,25,0
651,2,330,82,102,1596504214,25,25,0
652,1,330,62,107,1596504214,25,25,0
653,1,330,60,104,1596504214,25,25,0
654,1,330,69,104,1596504214,25,25,0
655,1,330,69,107,1596504214,25,25,0
656,1,330,66,104,1596504214,25,25,0
657,1,330,66,107,1596504214,25,25,0
658,1,330,64,105,1596504214,25,25,0
659,2,330,79,107,1596504214,25,25,0
660,2,330,79,104,1596504214,25,25,0
661,1,330,77,108,1596504214,25,25,0
662,1,330,77,105,1596504214,25,25,0
663,2,330,82,105,1596504214,25,25,0
664,2,330,82,107,1596504214,25,25,0
665,9,330,92,21,1597187623,25,25,0
666,70,330,97,25,1596767095,25,25,0
667,2,330,77,118,1596504214,25,25,0
668,2,330,79,125,1596504214,25,25,0
669,2,330,76,125,1596504214,25,25,0
670,2,330,76,120,1596504214,25,25,0
671,2,330,77,122,1596504214,25,25,0
672,2,330,87,120,1596504214,25,25,0
673,2,330,86,125,1596504214,25,25,0
674,2,330,82,124,1596504214,25,25,0
675,2,330,94,125,1596504214,25,25,0
676,2,330,90,120,1596504214,25,25,0
677,2,330,90,125,1596504214,25,25,0
678,2,330,90,129,1596504214,25,25,0
679,2,330,102,119,1596504214,25,25,0
680,2,330,104,119,1596504214,25,25,0
681,2,330,101,120,1596504214,25,25,0
682,2,330,102,121,1596504214,25,25,0
683,2,330,98,125,1596504214,25,25,0
684,2,330,101,124,1596504214,25,25,0
685,2,330,104,127,1596504214,25,25,0
686,2,330,107,125,1596504214,25,25,0
687,2,330,104,123,1596504214,25,25,0
688,2,330,107,121,1596504214,25,25,0
689,2,330,93,116,1596504214,25,25,0
690,2,330,94,117,1596504214,25,25,0
691,2,330,92,117,1596504214,25,25,0
692,2,330,97,116,1596504214,25,25,0
693,2,330,101,116,1596504214,25,25,0
694,2,330,102,117,1596504214,25,25,0
695,2,330,100,117,1596504214,25,25,0
696,2,330,98,117,1596504214,25,25,0
697,2,330,96,117,1596504214,25,25,0
698,1,330,95,106,1596504214,25,25,0
699,1,330,91,106,1596504214,25,25,0
700,1,330,93,106,1596504214,25,25,0
701,1,330,90,108,1596504214,25,25,0
702,1,330,92,108,1596504214,25,25,0
703,1,330,94,108,1596504214,25,25,0
704,1,330,93,110,1596504214,25,25,0
705,1,330,91,110,1596504214,25,25,0
706,1,330,90,112,1596504214,25,25,0
707,1,330,92,112,1596504214,25,25,0
708,1,330,94,112,1596504214,25,25,0
709,1,330,107,98,1596504214,25,25,0
710,1,330,106,103,1596504214,25,25,0
711,1,330,108,108,1596504214,25,25,0
712,2,330,117,55,1596504213,25,25,0
713,2,330,121,55,1596504213,25,25,0
714,2,330,134,53,1596504213,25,25,0
715,2,330,132,53,1596504213,25,25,0
716,2,330,131,51,1596504213,25,25,0
717,2,330,133,51,1596504213,25,25,0
718,2,330,135,51,1596504213,25,25,0
719,2,330,136,53,1596504213,25,25,0
720,2,330,117,61,1596504213,25,25,0
721,2,330,118,58,1596504213,25,25,0
722,1,330,117,63,1596504213,25,25,0
723,2,330,120,61,1596504213,25,25,0
724,2,330,121,58,1596504213,25,25,0
725,2,330,125,63,1596504213,25,25,0
726,2,330,123,63,1596504213,25,25,0
727,2,330,133,57,1596504213,25,25,0
728,2,330,132,62,1596504213,25,25,0
729,2,330,136,57,1596504213,25,25,0
730,2,330,136,62,1596504213,25,25,0
731,2,330,118,65,1596504213,25,25,0
732,1,330,116,67,1596504213,25,25,0
733,2,330,123,66,1596504213,25,25,0
734,2,330,126,65,1596504213,25,25,0
735,1,330,120,67,1596504213,25,25,0
736,2,330,130,64,1596504213,25,25,0
737,2,330,132,67,1596504213,25,25,0
738,2,330,134,64,1596504213,25,25,0
739,2,330,136,67,1596504213,25,25,0
740,3,330,59,5,1596504213,25,25,0
741,1,330,58,6,1596504213,25,25,0
742,4,330,49,7,1596504213,25,25,0
743,11,330,53,10,1596504213,25,25,0
744,3,330,38,13,1596504213,25,25,0
745,1,330,15,7,1596504213,25,25,0
746,1,330,8,7,1596504213,25,25,0
747,1,330,8,5,1596504213,25,25,0
748,1,330,11,5,1596504213,25,25,0
749,1,330,14,5,1596504213,25,25,0
750,1,330,10,7,1596504213,25,25,0
751,1,330,13,7,1596504213,25,25,0
752,1,330,7,11,1596504213,25,25,0
753,1,330,12,10,1596504213,25,25,0
