# Tile533Map.csv - legacy sheet-2 frame index -> 5.33 TILE.EPF frame index.
#
# WHY THIS FILE EXISTS
#   A 4.x .map ground word v is decoded by the 4.x client (NexusTK.exe sub_431820) as:
#       v == 0        -> draw nothing
#       v <  0xC000   -> TileA[v - 1]        (sheet 1; the "base" u16 in TileA.tbl is 0x0001)
#       v >= 0xC000   -> TileB[v - 0xC000]   (sheet 2; the "base" u16 in TileB.tbl is 0xC000)
#   The 5.33 client (sub_4443d0) has no such branch - it indexes one merged TILE.EPF directly by v,
#   with no subtraction. TileA landed at TILE[i+1], so sheet-1 cells need NO change. TileB was
#   RE-PACKED, not appended: 232 distinct deltas. Hence this table.
#
# FORMAT: startLegacy,count,start533
#   legacy indices [startLegacy .. startLegacy+count-1] map to [start533 .. start533+count-1].
#
# PROVENANCE: generated by matching each legacy frame's RENDERED colour (pixels resolved through its
#   own palette) against every frame of TILE.EPF. Verified end to end: all 1,722,232 cells of the
#   1,750 shipped maps render byte-identically under the 4.x and 5.33 pipelines.
#
# entries=8930  runs=1190  unmapped=8  (legacy frames with no 5.33 equivalent: 6887,6888,6891,6892,6895,6896,6899,6900 - none are referenced by any shipped map)
1467,1,18286
1468,6,19008
1474,1,18293
1475,6,19015
1481,1,18300
1482,3,19022
1485,1,18304
1486,3,19026
1489,1,18308
1490,5,19030
1495,1,18314
1496,3,19036
1499,1,18318
1500,5,19040
1505,1,18891
1506,6,19046
1512,1,18898
1513,6,19053
1519,1,18905
1520,6,19060
1526,1,18912
1527,6,19067
1533,1,18919
1534,3,19074
1537,1,18923
1538,3,19078
1541,1,18927
1542,5,19082
1547,1,18933
1548,3,19088
1551,1,18937
1552,4,19092
1556,1,18789
1557,6,19097
1563,1,18796
1564,6,19104
1570,1,18803
1571,6,19111
1577,1,18810
1578,6,19118
1584,1,18817
1585,3,19125
1588,1,18821
1589,3,19129
1592,1,18825
1593,5,19133
1598,1,18831
1599,3,19139
1602,1,18835
1603,4,19143
1607,1,18272
1608,6,19148
1614,1,18279
1615,6,19155
1621,1,18286
1622,6,19162
1628,1,18293
1629,6,19169
1635,1,18300
1636,3,19176
1639,1,18304
1640,3,19180
1643,1,18308
1644,5,19184
1649,1,18314
1650,3,19190
1653,1,18318
1654,4,19194
1658,1,18891
1659,6,19199
1665,1,18898
1666,6,19206
1672,1,18905
1673,6,19213
1679,1,18912
1680,6,19220
1686,1,18919
1687,3,19227
1690,1,18923
1691,3,19231
1694,1,18927
1695,5,19235
1700,1,18933
1701,3,19241
1704,1,18937
1705,4,19245
1709,1,18789
1710,6,19250
1716,1,18796
1717,6,19257
1723,1,18803
1724,6,19264
1730,1,18810
1731,6,19271
1737,1,18817
1738,3,19278
1741,1,18821
1742,3,19282
1745,1,18825
1746,5,19286
1751,1,18831
1752,3,19292
1755,1,18835
1756,4,19296
1760,1,18891
1761,6,19301
1767,1,18898
1768,6,19308
1774,1,18905
1775,6,19315
1781,1,18912
1782,6,19322
1788,1,18919
1789,3,19329
1792,1,18923
1793,3,19333
1796,1,18927
1797,5,19337
1802,1,18933
1803,3,19343
1806,1,18937
1807,4,19347
1811,1,18789
1812,6,19352
1818,1,18796
1819,6,19359
1825,1,18803
1826,6,19366
1832,1,18810
1833,6,19373
1839,1,18817
1840,3,19380
1843,1,18821
1844,3,19384
1847,1,18825
1848,5,19388
1853,1,18831
1854,3,19394
1857,1,18835
1858,12,19398
1870,1,18789
1871,6,19411
1877,1,18796
1878,6,19418
1884,1,18803
1885,6,19425
1891,1,18810
1892,5,19432
1897,1,19433
1898,1,18817
1899,3,19439
1902,1,18821
1903,3,19443
1906,1,18825
1907,4,19447
1911,1,19447
1912,1,18831
1913,3,19453
1916,1,18835
1917,45,19457
1962,1,18241
1963,8,19503
1971,2,2146
1973,39,19511
2012,1,2272
2013,1,1128
2014,2,2273
2016,1,1101
2017,60,19550
2077,1,18241
2078,9,19611
2087,1,2316
2088,22,19620
2110,13,2350
2123,1,2424
2124,1,2423
2125,1,2333
2126,1,2403
2127,86,19642
2213,2,2445
2215,8,2467
2223,1,2501
2224,1,1570
2225,1,18488
2226,31,19729
2257,1,18241
2258,38,19761
2296,132,3456
2428,88,4310
2516,15,19799
2531,67,4243
2598,13,4723
2611,2,4420
2613,1,4489
2614,1,4468
2615,2,4398
2617,2,4442
2619,38,19814
2657,1,19825
2658,2,19853
2660,1,19828
2661,83,19856
2744,1,19924
2745,1,19927
2746,23,19941
2769,1,19947
2770,20,19965
2790,1,19822
2791,3,19986
2794,1,19826
2795,1,19814
2796,7,19991
2803,1,19834
2804,2,19999
2806,2,19837
2808,2,20003
2810,5,19841
2815,1,20010
2816,2,19847
2818,1,20013
2819,1,19850
2820,3,20015
2823,1,19854
2824,1,20019
2825,2,19856
2827,1,20022
2828,2,19859
2830,49,20025
2879,1,19910
2880,2,20075
2882,1,19913
2883,6,20078
2889,1,19920
2890,2,20085
2892,2,19923
2894,2,20089
2896,1,19927
2897,5,20092
2902,2,19933
2904,1,20099
2905,2,19936
2907,1,20102
2908,1,19924
2909,1,19927
2910,63,20105
2973,63,5182
3036,1,5208
3037,13,5246
3050,1,5219
3051,2,5260
3053,1,5222
3054,30,5263
3084,59,20215
3143,2,20225
3145,2,20276
3147,2,20229
3149,22,20280
3171,1,5570
3172,12,20302
3184,3,20251
3187,1,20317
3188,2,20255
3190,14,20320
3204,1,20293
3205,6,20335
3211,1,13620
3212,2,20299
3214,4,20344
3218,1,13623
3219,1,20349
3220,1,20305
3221,169,20351
3390,3,20215
3393,4,20523
3397,2,20222
3399,1,20529
3400,3,20225
3403,1,20533
3404,3,20229
3407,1,20537
3408,2,20233
3410,8,20540
3418,1,20268
3419,2,20549
3421,2,20271
3423,1,20553
3424,3,20225
3427,1,20557
3428,3,20229
3431,1,20561
3432,3,20282
3435,4,20565
3439,5,20289
3444,1,20335
3445,1,20575
3446,5,20296
3451,1,20581
3452,1,5570
3453,4,20302
3457,5,20586
3462,2,20244
3464,1,20593
3465,3,20247
3468,1,20597
3469,3,20251
3472,1,20601
3473,2,20255
3475,13,20604
3488,1,20597
3489,3,20251
3492,1,20601
3493,2,20255
3495,1,20604
3496,1,20625
3497,2,20322
3499,3,20628
3502,1,20567
3503,1,20632
3504,4,20329
3508,1,20637
3509,1,20293
3510,6,20335
3516,1,20645
3517,2,20299
3519,2,20344
3521,3,20650
3524,2,20304
3526,2,20351
3528,9,20657
3537,5,20362
3542,3,20671
3545,6,20370
3551,3,20680
3554,8,20379
3562,2,20691
3564,8,20389
3572,3,20701
3575,6,20400
3581,14,20710
3595,3,20420
3598,2,20727
3600,3,20425
3603,10,20732
3613,4,5182
3617,12,20744
3629,1,5198
3630,6,20757
3636,1,5205
3637,6,20764
3643,2,5212
3645,4,20772
3649,1,5218
3650,10,20777
3660,1,5229
3661,15,20788
3676,1,20766
3677,13,20804
3690,1,20777
3691,2,20818
3693,1,20780
3694,9,20821
3703,3,20215
3706,3,20833
3709,1,20526
3710,2,20222
3712,1,20839
3713,3,20225
3716,1,20843
3717,3,20229
3720,1,20847
3721,2,20233
3723,8,20850
3731,1,20268
3732,2,20859
3734,2,20271
3736,1,20863
3737,3,20225
3740,12,20867
3752,5,20289
3757,1,20335
3758,1,20885
3759,5,20296
3764,1,20891
3765,4,20302
3769,5,20896
3774,2,20244
3776,1,20903
3777,3,20247
3780,1,20907
3781,3,20251
3784,1,20911
3785,2,20255
3787,1,20604
3788,2,20915
3790,2,20607
3792,5,20919
3797,1,20614
3798,2,20925
3800,1,20907
3801,3,20251
3804,1,20911
3805,2,20255
3807,1,20604
3808,1,20935
3809,2,20322
3811,1,20628
3812,4,20939
3816,4,20329
3820,1,20947
3821,1,20293
3822,6,20335
3828,1,20955
3829,2,20299
3831,2,20344
3833,2,20650
3835,1,20962
3836,2,20304
3838,2,20351
3840,1,20657
3841,8,20968
3849,5,20362
3854,2,20981
3856,1,20673
3857,6,20370
3863,3,20990
3866,8,20379
3874,2,21001
3876,8,20389
3884,3,21011
3887,6,20400
3893,14,21020
3907,3,20420
3910,2,21037
3912,3,20425
3915,60,21042
3975,1,5205
3976,2,21102
3978,1,21072
3979,3,21105
3982,2,5212
3984,4,21110
3988,1,5218
3989,1,21078
3990,2,21116
3992,1,21081
3993,9,21119
4002,3,20215
4005,3,21131
4008,1,20526
4009,2,20222
4011,1,21137
4012,3,20225
4015,1,21141
4016,3,20229
4019,1,21145
4020,2,20233
4022,8,21148
4030,1,20268
4031,2,21157
4033,2,20271
4035,1,21161
4036,3,20225
4039,1,21165
4040,3,20229
4043,1,21169
4044,3,20282
4047,4,21173
4051,5,20289
4056,1,20335
4057,1,21183
4058,5,20296
4063,1,21189
4064,1,5570
4065,4,20302
4069,5,21194
4074,2,20244
4076,1,21201
4077,3,20247
4080,1,21205
4081,3,20251
4084,1,21209
4085,2,20255
4087,1,20604
4088,2,21213
4090,2,20607
4092,5,21217
4097,1,20614
4098,2,21223
4100,1,21205
4101,3,20251
4104,1,21209
4105,2,20255
4107,1,20604
4108,1,21233
4109,2,20322
4111,1,20628
4112,2,21237
4114,1,21175
4115,1,21240
4116,4,20329
4120,1,21245
4121,1,20293
4122,6,20335
4128,1,21253
4129,2,20299
4131,2,20344
4133,2,20650
4135,1,21260
4136,2,20304
4138,2,20351
4140,1,20657
4141,8,21266
4149,5,20362
4154,2,21279
4156,1,20673
4157,6,20370
4163,3,21288
4166,8,20379
4174,2,21299
4176,8,20389
4184,3,21309
4187,6,20400
4193,14,21318
4207,3,20420
4210,2,21335
4212,3,20425
4215,57,21340
4272,1,21099
4273,2,21398
4275,1,5205
4276,2,21401
4278,1,21370
4279,3,21404
4282,2,5212
4284,4,21408
4288,1,5218
4289,13,21413
4302,3,20215
4305,3,21429
4308,1,20526
4309,2,20222
4311,1,21435
4312,3,20225
4315,1,21439
4316,3,20229
4319,1,21443
4320,2,20233
4322,8,21446
4330,1,20268
4331,2,21455
4333,2,20271
4335,1,21459
4336,3,20225
4339,1,21463
4340,3,20229
4343,1,21467
4344,3,20282
4347,4,21471
4351,5,20289
4356,1,20335
4357,1,21481
4358,5,20296
4363,1,21487
4364,4,20302
4368,5,21492
4373,2,20244
4375,1,21499
4376,3,20247
4379,1,21503
4380,3,20251
4383,1,21507
4384,2,20255
4386,1,20604
4387,2,21511
4389,2,20607
4391,5,21515
4396,1,20614
4397,2,21521
4399,1,21503
4400,3,20251
4403,1,21507
4404,2,20255
4406,1,20604
4407,1,21531
4408,2,20322
4410,1,20628
4411,2,21535
4413,1,21473
4414,1,21538
4415,4,20329
4419,1,21543
4420,1,20293
4421,6,20335
4427,1,21551
4428,2,20299
4430,2,20344
4432,2,20650
4434,1,21558
4435,2,20304
4437,2,20351
4439,1,20657
4440,8,21564
4448,5,20362
4453,2,21577
4455,1,20673
4456,6,20370
4462,3,21586
4465,8,20379
4473,2,21597
4475,8,20389
4483,3,21607
4486,5,20400
4491,15,21615
4506,3,20420
4509,2,21633
4511,3,20425
4514,57,21638
4571,1,21099
4572,2,21696
4574,1,5205
4575,2,21699
4577,1,21670
4578,3,21702
4581,2,5212
4583,4,21706
4587,1,5218
4588,1,21674
4589,2,21711
4591,1,21677
4592,10,21714
4602,3,20215
4605,2,21727
4607,1,20526
4608,2,20222
4610,1,21732
4611,3,20225
4614,1,21736
4615,3,20229
4618,1,21740
4619,2,20233
4621,8,21743
4629,1,20268
4630,2,21752
4632,2,20271
4634,1,21756
4635,3,20225
4638,1,21760
4639,3,20229
4642,1,21764
4643,3,20282
4646,4,21768
4650,5,20289
4655,1,20335
4656,1,21778
4657,5,20296
4662,1,21784
4663,4,20302
4667,4,21789
4671,2,20244
4673,1,21795
4674,3,20247
4677,1,21799
4678,3,20251
4681,1,21803
4682,2,20255
4684,1,20604
4685,2,21807
4687,2,20607
4689,5,21811
4694,1,20614
4695,2,21817
4697,1,21799
4698,3,20251
4701,1,21803
4702,2,20255
4704,1,20604
4705,1,21827
4706,2,20322
4708,1,20628
4709,2,21831
4711,1,21770
4712,1,21834
4713,4,20329
4717,1,21839
4718,1,20293
4719,6,20335
4725,1,21847
4726,2,20299
4728,2,20344
4730,2,20650
4732,1,21854
4733,2,20304
4735,2,20351
4737,1,20657
4738,8,21860
4746,5,20362
4751,2,21873
4753,1,20673
4754,6,20370
4760,3,21882
4763,8,20379
4771,2,21893
4773,8,20389
4781,3,21903
4784,6,20400
4790,14,21912
4804,3,20420
4807,2,21929
4809,3,20425
4812,57,21934
4869,1,21099
4870,2,21992
4872,1,5205
4873,6,21995
4879,2,5212
4881,4,22003
4885,1,5218
4886,48,22008
4934,2,22032
4936,2,22058
4938,2,22036
4940,58,22062
4998,3,22100
5001,1,22123
5002,2,22104
5004,14,22126
5018,1,22075
5019,7,22141
5026,2,22081
5028,6,22150
5034,1,22087
5035,138,22157
5173,2,20460
5175,2,22297
5177,2,20464
5179,75,22301
5254,2,22365
5256,3,22378
5259,1,22355
5260,90,22382
5350,2,22461
5352,3,22474
5355,1,22451
5356,91,22478
5447,2,22558
5449,3,22571
5452,1,22548
5453,49,22575
5502,1,22526
5503,42,22625
5545,2,22656
5547,4,22669
5551,1,22646
5552,14,22674
5566,1,22589
5567,34,22689
5601,1,22526
5602,43,22724
5645,2,22755
5647,3,22769
5650,1,22745
5651,48,22773
5699,7,22681
5706,1,22589
5707,34,22689
5741,1,22526
5742,43,22724
5785,2,22755
5787,3,22769
5790,1,22745
5791,48,22773
5839,22,22961
5861,12,7523
5873,1,1671
5874,1,1670
5875,4,7537
5879,1,199
5880,1,177
5881,1,7543
5882,1,1839
5883,4,1591
5887,15,7549
5902,32,6599
5934,52,7173
5986,1,6631
5987,1,5415
5988,6,6633
5994,4,6659
5998,1,6662
5999,9,6664
6008,1,6672
6009,11,6674
6020,14,6705
6034,4,22983
6038,4,6745
6042,23,6769
6065,1,22987
6066,16,6813
6082,4,22988
6086,3,6853
6089,24,6877
6113,16,22992
6129,1,6957
6130,1,5865
6131,6,6959
6137,16,6985
6153,24,7021
6177,8,23008
6185,15,7093
6200,24,7129
6224,64,5293
6288,1,5346
6289,7,5358
6296,63,6120
6359,1,6177
6360,16,6184
6376,8,5464
6384,8,5616
6392,8,5766
6400,8,5915
6408,8,6064
6416,4,23016
6420,1,7609
6421,18,23020
6439,1,7647
6440,17,23038
6457,1,21
6458,79,7884
6537,1,23055
6538,80,7964
6618,1,1586
6619,1,1128
6620,1,8050
6621,1,905
6622,1,1576
6623,1,2127
6624,8,8054
6632,1,8064
6633,1,968
6634,1,967
6635,7,936
6642,2,965
6644,7,8057
6651,60,8065
6711,35,2502
6746,30,2609
6776,1,2615
6777,26,2640
6803,1,1223
6804,1,7563
6805,82,23062
6889,2,23146
6893,2,23150
6897,2,23154
6901,7,23158
6908,1,23162
6909,2,23166
6911,1,23164
6912,8,23169
6920,1,23174
6921,2,23178
6923,1,23176
6924,11,23181
6935,1,23188
6936,42,23193
6978,1,23204
6979,15,23236
6994,1,23250
6995,51,23252
7046,54,8443
7100,74,8493
7174,8,23307
7182,2,23088
7184,4,23317
7188,1,23096
7189,1,23076
7190,4,23323
7194,1,23072
7195,15,23328
7210,1,23340
7211,1,23344
7212,1,23342
7213,1,23340
7214,3,23347
7217,1,23075
7218,48,23351
7266,79,8660
7345,1,23399
7346,125,8740
7471,4,8869
7475,1,8610
7476,95,8874
7571,38,23400
7609,3,23418
7612,3,23441
7615,3,23425
7618,6,23447
7624,1,23434
7625,5,23454
7630,1,23412
7631,1,23415
7632,53,23461
7685,2,23505
7687,15,23516
7702,1,23497
7703,7,23532
7710,1,23507
7711,2,23540
7713,1,23512
7714,67,23543
7781,1,9598
7782,289,9072
8071,4,23611
8075,41,9365
8116,1,23615
8117,67,9407
8184,3,23616
8187,1,23617
8188,2,23617
8190,1,23622
8191,1,23622
8192,3,23624
8195,2,23625
8197,19,23629
8216,1,9598
8217,9,23648
8226,1,23656
8227,3,23658
8230,1,23659
8231,3,23662
8234,1,23664
8235,2,23666
8237,2,23666
8239,32,23670
8271,1,9598
8272,8,23703
8280,1,9557
8281,8,23711
8289,1,9558
8290,56,23719
8346,1,9560
8347,1,9559
8348,18,23775
8366,2,23708
8368,1,23795
8369,2,23711
8371,2,23798
8373,2,23715
8375,2,23802
8377,1,23719
8378,12,23805
8390,4,23749
8394,8,23821
8402,2,23765
8404,17,23831
8421,1,9561
8422,2,23848
8424,1,9562
8425,2,23850
8427,1,9563
8428,2,23852
8430,1,9564
8431,7,23854
8438,1,9565
8439,6,23861
8445,1,9566
8446,1,23831
8447,8,23868
8455,1,9567
8456,17,23876
8473,1,9568
8474,2,23893
8476,1,9569
8477,2,23895
8479,1,9575
8480,1,9570
8481,2,23897
8483,1,9576
8484,1,9571
8485,1,23899
8486,1,23723
8487,1,23901
8488,6,23725
8494,1,23908
8495,1,9577
8496,1,9572
8497,10,23909
8507,1,9578
8508,1,9573
8509,10,23919
8519,1,9579
8520,2,23767
8522,1,23931
8523,2,23769
8525,1,23934
8526,1,23772
8527,9,23936
8536,1,9580
8537,15,23945
8552,1,23891
8553,1,23961
8554,1,9586
8555,2,23962
8557,1,9587
8558,2,23964
8560,1,9588
8561,2,23966
8563,1,9589
8564,5,23968
8569,1,23859
8570,1,23974
8571,1,9590
8572,6,23975
8578,1,9591
8579,1,23831
8580,1,23868
8581,7,23983
8588,1,9592
8589,11,23990
8600,284,9599
8884,7,24001
8891,2,24002
8893,12,24010
8905,1,23976
8906,5,24023
8911,1,23825
8912,1,23828
8913,4,24030
8917,20,9883
8937,1,24034
