Map,MobId,Count,MinX,MinY,MaxX,MaxY,Timer,Group
82,126,10,0,0,0,0,240,0
82,128,10,0,0,0,0,240,0
83,71,5,0,0,0,0,240,0
83,128,10,0,0,0,0,240,0
83,129,10,0,0,0,0,240,0
84,71,5,0,0,0,0,240,0
84,127,10,0,0,0,0,240,0
84,128,10,0,0,0,0,240,0
84,130,10,0,0,0,0,240,0
85,71,5,0,0,0,0,240,0
85,127,10,0,0,0,0,240,0
85,128,10,0,0,0,0,240,0
85,130,10,0,0,0,0,240,0
86,127,10,0,0,0,0,240,0
86,129,10,0,0,0,0,240,0
86,130,10,0,0,0,0,240,0
86,131,1,0,0,0,0,240,0
86,132,1,0,0,0,0,240,0
87,127,10,0,0,0,0,240,0
87,129,10,0,0,0,0,240,0
87,130,5,0,0,0,0,240,0
88,127,10,0,0,0,0,240,0
88,129,10,0,0,0,0,240,0
88,130,10,0,0,0,0,240,0
88,131,1,0,0,0,0,240,0
88,132,1,0,0,0,0,240,0
89,127,10,0,0,0,0,240,0
89,129,10,0,0,0,0,240,0
89,130,10,0,0,0,0,240,0
89,131,1,0,0,0,0,240,0
89,132,1,0,0,0,0,240,0
90,99,7,0,0,0,0,300,0
90,100,7,0,0,0,0,300,0
91,99,10,0,0,0,0,300,0
91,100,10,0,0,0,0,300,0
91,101,5,0,0,0,0,300,0
91,103,1,0,0,0,0,300,0
92,99,5,0,0,0,0,300,0
92,100,5,0,0,0,0,300,0
92,103,1,0,0,0,0,300,0
93,99,15,0,0,0,0,300,0
93,100,10,0,0,0,0,300,0
93,101,5,0,0,0,0,300,0
93,103,1,0,0,0,0,300,0
95,99,15,0,0,0,0,300,0
95,100,10,0,0,0,0,300,0
95,101,5,0,0,0,0,300,0
95,103,5,0,0,0,0,300,0
95,104,5,0,0,0,0,300,0
95,105,1,0,0,0,0,300,0
96,99,7,0,0,0,0,300,0
96,100,5,0,0,0,0,300,0
96,101,3,0,0,0,0,300,0
96,103,3,0,0,0,0,300,0
96,104,3,0,0,0,0,300,0
96,105,1,0,0,0,0,300,0
111,156,32,0,0,0,0,300,0
111,160,6,0,0,0,0,300,0
111,486,1,0,0,0,0,6000,1
112,156,32,0,0,0,0,300,0
112,160,6,0,0,0,0,300,0
113,156,32,0,0,0,0,300,0
113,160,6,0,0,0,0,300,0
115,156,32,0,0,0,0,300,0
115,484,6,0,0,0,0,300,0
116,156,32,0,0,0,0,300,0
116,484,6,0,0,0,0,300,0
117,156,32,0,0,0,0,300,0
117,160,6,0,0,0,0,300,0
118,156,32,0,0,0,0,300,0
118,484,6,0,0,0,0,300,0
119,156,32,0,0,0,0,300,0
119,484,6,0,0,0,0,300,0
120,156,32,0,0,0,0,300,0
120,484,6,0,0,0,0,300,0
120,485,1,0,0,0,0,6000,1
121,90,10,0,0,0,0,300,0
121,92,10,0,0,0,0,300,0
122,91,30,0,0,0,0,300,0
123,90,10,0,0,0,0,300,0
123,92,10,0,0,0,0,300,0
124,91,10,0,0,0,0,300,0
124,93,1,0,0,0,0,1800,1
125,91,10,0,0,0,0,300,0
125,93,1,0,0,0,0,1800,1
126,91,10,0,0,0,0,300,0
126,93,1,0,0,0,0,1800,1
127,90,10,0,0,0,0,300,0
127,92,10,0,0,0,0,300,0
128,91,10,0,0,0,0,300,0
128,93,1,0,0,0,0,1800,1
129,91,15,0,0,0,0,300,0
130,90,10,0,0,0,0,300,0
130,92,10,0,0,0,0,300,0
131,149,10,0,0,0,0,180,0
131,150,5,0,0,0,0,180,0
132,149,10,0,0,0,0,180,0
132,150,5,0,0,0,0,180,0
133,149,10,0,0,0,0,180,0
133,150,5,0,0,0,0,180,0
134,149,8,0,0,0,0,180,0
134,150,4,0,0,0,0,180,0
135,150,10,0,0,0,0,180,0
135,152,8,0,0,0,0,180,0
138,149,10,0,0,0,0,180,0
139,149,10,0,0,0,0,180,0
140,150,10,0,0,0,0,75,0
140,152,10,0,0,0,0,120,1
141,155,20,0,0,0,0,300,0
142,155,20,0,0,0,0,300,0
143,155,20,0,0,0,0,300,0
144,155,20,0,0,0,0,300,0
144,156,3,0,0,0,0,300,0
144,157,1,0,0,0,0,300,0
145,155,20,0,0,0,0,300,0
145,156,3,0,0,0,0,300,0
145,157,1,0,0,0,0,300,0
146,155,20,0,0,0,0,300,0
146,156,3,0,0,0,0,300,0
146,157,1,0,0,0,0,300,0
147,155,20,0,0,0,0,300,0
147,156,3,0,0,0,0,300,0
147,158,1,0,0,0,0,300,0
148,155,20,0,0,0,0,300,0
148,156,3,0,0,0,0,300,0
148,158,1,0,0,0,0,300,0
149,155,20,0,0,0,0,300,0
149,156,3,0,0,0,0,300,0
149,158,1,0,0,0,0,300,0
150,155,20,0,0,0,0,300,0
150,156,3,0,0,0,0,300,0
150,159,1,0,0,0,0,300,0
150,160,1,0,0,0,0,300,0
151,15,30,0,0,0,0,300,0
152,15,30,0,0,0,0,300,0
153,15,15,0,0,0,0,300,0
153,16,15,0,0,0,0,300,0
155,15,15,0,0,0,0,300,0
155,16,15,0,0,0,0,300,0
156,16,15,0,0,0,0,300,0
156,17,15,0,0,0,0,300,0
157,16,30,0,0,0,0,300,0
158,16,10,0,0,0,0,300,0
158,17,10,0,0,0,0,300,0
158,18,10,0,0,0,0,300,0
159,16,10,0,0,0,0,300,0
159,17,10,0,0,0,0,300,0
159,18,10,0,0,0,0,300,0
160,5,30,0,0,0,0,300,0
161,5,15,0,0,0,0,300,0
161,12,15,0,0,0,0,300,0
162,5,15,0,0,0,0,300,0
162,12,15,0,0,0,0,300,0
163,5,15,0,0,0,0,300,0
163,12,15,0,0,0,0,300,0
164,12,15,0,0,0,0,300,0
164,13,15,0,0,0,0,300,0
165,12,15,0,0,0,0,300,0
165,13,15,0,0,0,0,300,0
166,12,15,0,0,0,0,300,0
166,13,15,0,0,0,0,300,0
167,13,10,0,0,0,0,300,0
167,14,10,0,0,0,0,300,0
168,14,30,0,0,0,0,300,0
169,87,26,0,0,0,0,300,0
170,19,13,0,0,0,0,300,0
170,20,13,0,0,0,0,300,0
171,19,13,0,0,0,0,300,0
171,20,13,0,0,0,0,300,0
172,20,13,0,0,0,0,300,0
173,20,13,0,0,0,0,300,0
173,21,13,0,0,0,0,300,0
174,20,13,0,0,0,0,300,0
174,21,13,0,0,0,0,300,0
175,20,13,0,0,0,0,300,0
175,21,13,0,0,0,0,300,0
176,20,13,0,0,0,0,300,0
176,21,13,0,0,0,0,300,0
177,20,13,0,0,0,0,300,0
177,21,13,0,0,0,0,300,0
178,20,13,0,0,0,0,300,0
178,21,13,0,0,0,0,300,0
179,20,13,0,0,0,0,300,0
179,21,13,0,0,0,0,300,0
180,122,20,0,0,0,0,300,0
181,22,30,0,0,0,0,300,0
182,23,15,0,0,0,0,300,0
182,24,15,0,0,0,0,300,0
183,123,20,0,0,0,0,300,0
184,22,15,0,0,0,0,300,0
184,23,15,0,0,0,0,300,0
185,22,10,0,0,0,0,300,0
185,23,10,0,0,0,0,300,0
185,24,10,0,0,0,0,300,0
186,24,30,0,0,0,0,300,0
187,24,15,0,0,0,0,300,0
187,25,15,0,0,0,0,300,0
188,24,30,0,0,0,0,300,0
189,23,10,0,0,0,0,300,0
189,24,10,0,0,0,0,300,0
189,25,10,0,0,0,0,300,0
190,24,30,0,0,0,0,300,0
191,26,15,0,0,0,0,90,0
191,27,15,0,0,0,0,90,0
192,26,10,0,0,0,0,90,0
192,27,10,0,0,0,0,90,0
192,28,10,0,0,0,0,90,0
193,26,10,0,0,0,0,90,0
193,27,10,0,0,0,0,90,0
193,28,10,0,0,0,0,90,0
194,26,10,0,0,0,0,90,0
194,27,10,0,0,0,0,90,0
194,28,10,0,0,0,0,90,0
195,26,10,0,0,0,0,90,0
195,27,10,0,0,0,0,90,0
195,28,10,0,0,0,0,90,0
196,145,20,0,0,0,0,300,0
197,27,10,0,0,0,0,90,0
197,28,10,0,0,0,0,90,0
197,29,10,0,0,0,0,90,0
198,27,10,0,0,0,0,90,0
198,28,10,0,0,0,0,90,0
198,29,10,0,0,0,0,90,0
199,27,10,0,0,0,0,90,0
199,28,10,0,0,0,0,90,0
199,29,10,0,0,0,0,90,0
200,27,10,0,0,0,0,90,0
200,28,10,0,0,0,0,90,0
200,29,10,0,0,0,0,90,0
201,518,9,0,0,0,0,360,0
202,518,8,0,0,0,0,360,0
202,519,6,0,0,0,0,360,0
203,518,8,0,0,0,0,360,0
203,519,6,0,0,0,0,360,0
203,520,4,0,0,0,0,360,0
204,518,10,0,0,0,0,360,0
204,519,7,0,0,0,0,360,0
204,520,4,0,0,0,0,360,0
205,518,10,0,0,0,0,360,0
205,519,7,0,0,0,0,360,0
205,520,4,0,0,0,0,360,0
206,518,10,0,0,0,0,360,0
206,519,7,0,0,0,0,360,0
206,520,4,0,0,0,0,360,0
207,518,11,0,0,0,0,360,0
207,519,6,0,0,0,0,360,0
208,518,8,0,23,29,39,360,0
208,519,5,0,23,29,39,360,0
208,520,3,0,23,29,39,360,0
210,30,10,0,0,0,0,120,0
210,31,10,0,0,0,0,120,0
210,33,10,0,0,0,0,120,0
211,30,30,0,0,0,0,120,0
212,31,10,0,0,0,0,120,0
212,32,10,0,0,0,0,120,0
212,33,10,0,0,0,0,120,0
213,31,10,0,0,0,0,120,0
213,32,10,0,0,0,0,120,0
213,33,10,0,0,0,0,120,0
214,30,50,0,0,0,0,120,0
215,31,10,0,0,0,0,120,0
215,32,10,0,0,0,0,120,0
215,33,10,0,0,0,0,120,0
216,30,10,0,0,0,0,120,0
216,31,10,0,0,0,0,120,0
216,33,10,0,0,0,0,120,0
217,446,20,0,0,0,0,120,0
218,31,10,0,0,0,0,120,0
218,32,10,0,0,0,0,120,0
218,33,10,0,0,0,0,120,0
220,548,3,0,0,0,0,600,0
220,551,3,0,0,0,0,600,0
221,548,3,0,0,0,0,600,0
221,551,4,0,0,0,0,600,0
222,548,4,0,0,0,0,600,0
222,551,4,0,0,0,0,600,0
223,548,5,0,0,0,0,600,0
223,551,4,0,0,0,0,600,0
224,548,4,0,0,0,0,600,0
224,550,5,0,0,0,0,600,0
224,551,4,0,0,0,0,600,0
225,548,5,0,0,0,0,600,0
225,550,4,0,0,0,0,600,0
225,551,5,0,0,0,0,600,0
226,548,5,0,0,0,0,600,0
226,550,5,0,0,0,0,600,0
226,551,5,0,0,0,0,600,0
227,548,7,0,0,0,0,600,0
227,551,7,0,0,0,0,600,0
228,548,3,0,0,0,0,600,0
228,549,2,0,0,0,0,600,0
228,550,2,0,0,0,0,600,0
228,551,4,0,0,0,0,600,0
229,548,4,0,0,0,0,600,0
229,550,6,0,0,0,0,600,0
229,551,5,0,0,0,0,600,0
230,548,3,0,0,0,0,600,0
230,549,2,0,0,0,0,600,0
230,551,4,0,0,0,0,600,0
230,552,1,0,0,0,0,600,0
231,34,15,0,0,0,0,115,0
231,35,15,0,0,0,0,115,0
232,35,10,0,0,0,0,115,0
232,36,10,0,0,0,0,115,0
232,37,10,0,0,0,0,115,0
233,35,15,0,0,0,0,115,0
233,36,15,0,0,0,0,115,0
234,35,10,0,0,0,0,115,0
234,36,10,0,0,0,0,115,0
234,37,10,0,0,0,0,115,0
235,164,20,0,0,0,0,115,0
236,35,15,0,0,0,0,115,0
236,36,15,0,0,0,0,115,0
237,35,10,0,0,0,0,115,0
237,36,10,0,0,0,0,115,0
237,37,10,0,0,0,0,115,0
238,35,15,0,0,0,0,115,0
238,37,15,0,0,0,0,115,0
239,35,15,0,0,0,0,115,0
239,36,15,0,0,0,0,115,0
240,38,10,0,0,0,0,210,0
240,39,10,0,0,0,0,210,0
240,809,10,0,0,0,0,210,0
241,38,20,0,0,0,0,210,0
241,809,10,0,0,0,0,210,0
242,39,10,0,0,0,0,210,0
242,40,10,0,0,0,0,210,0
242,809,10,0,0,0,0,210,0
243,39,15,0,0,0,0,210,0
243,40,15,0,0,0,0,210,0
244,41,40,0,0,0,0,300,0
244,138,20,0,0,0,0,300,0
245,39,20,0,0,0,0,210,0
245,809,10,0,0,0,0,210,0
246,38,20,0,0,0,0,210,0
247,39,20,0,0,0,0,210,0
247,40,20,0,0,0,0,210,0
247,808,20,0,0,0,0,210,0
248,39,15,0,0,0,0,210,0
248,40,12,0,0,0,0,210,0
248,808,12,0,0,0,0,210,0
250,45,15,0,0,0,0,300,0
251,44,18,0,0,0,0,300,0
252,44,7,0,0,0,0,300,0
252,45,8,0,0,0,0,300,0
253,45,15,0,0,0,0,300,0
254,45,25,0,0,0,0,300,0
255,161,20,0,0,0,0,300,0
256,44,8,0,0,0,0,300,0
256,45,16,0,0,0,0,300,0
257,43,15,0,0,0,0,300,0
258,45,25,0,0,0,0,300,0
330,8,20,6,19,17,100,300,0
370,10,12,0,0,0,0,300,0
370,49,4,0,0,0,0,300,0
371,10,6,0,0,0,0,300,0
371,49,10,0,0,0,0,300,0
371,50,4,0,0,0,0,300,0
371,52,1,0,0,0,0,300,0
372,10,10,0,0,0,0,300,0
372,50,4,0,0,0,0,300,0
372,52,1,0,0,0,0,300,0
372,98,6,0,0,0,0,300,0
373,53,16,0,0,0,0,300,0
373,54,4,0,0,0,0,300,0
374,10,6,0,0,0,0,300,0
374,50,2,0,0,0,0,300,0
374,52,2,0,0,0,0,300,0
374,53,6,0,0,0,0,300,0
374,54,2,0,0,0,0,300,0
374,98,8,0,0,0,0,300,0
375,10,8,0,0,0,0,300,0
375,50,4,0,0,0,0,300,0
375,52,1,0,0,0,0,300,0
375,55,4,0,0,0,0,300,0
376,107,5,0,0,0,0,300,0
376,108,5,0,0,0,0,300,0
377,108,5,0,0,0,0,300,0
377,110,5,0,0,0,0,300,0
378,109,2,0,0,0,0,300,0
378,110,2,0,0,0,0,300,0
378,111,2,0,0,0,0,300,0
378,112,1,0,0,0,0,300,0
379,108,5,0,0,0,0,300,0
379,109,5,0,0,0,0,300,0
379,110,5,0,0,0,0,300,0
379,111,5,0,0,0,0,300,0
379,113,3,0,0,0,0,300,0
380,109,4,0,0,0,0,300,0
380,110,5,0,0,0,0,300,0
380,111,3,0,0,0,0,300,0
380,112,4,0,0,0,0,300,0
380,113,4,0,0,0,0,300,0
380,114,2,0,0,0,0,300,0
381,108,4,0,0,0,0,300,0
381,109,3,0,0,0,0,300,0
381,110,3,0,0,0,0,300,0
381,111,4,0,0,0,0,300,0
381,112,2,0,0,0,0,300,0
381,113,2,0,0,0,0,300,0
382,109,4,0,0,0,0,300,0
382,110,3,0,0,0,0,300,0
382,111,3,0,0,0,0,300,0
382,112,4,0,0,0,0,300,0
382,113,2,0,0,0,0,300,0
382,114,2,0,0,0,0,300,0
383,109,4,0,0,0,0,300,0
383,110,3,0,0,0,0,300,0
383,111,3,0,0,0,0,300,0
383,112,4,0,0,0,0,300,0
383,113,2,0,0,0,0,300,0
383,114,2,0,0,0,0,300,0
384,92,10,0,0,0,0,300,0
385,92,10,0,0,0,0,300,0
386,92,10,0,0,0,0,300,0
387,92,10,0,0,0,0,300,0
388,92,10,0,0,0,0,300,0
389,92,10,0,0,0,0,300,0
389,134,1,0,0,0,0,1800,1
390,75,20,0,0,0,0,300,0
391,75,20,0,0,0,0,300,0
392,75,15,0,0,0,0,300,0
392,80,10,0,0,0,0,300,0
393,75,10,0,0,0,0,300,0
393,76,10,0,0,0,0,300,0
393,77,6,0,0,0,0,300,0
393,78,3,0,0,0,0,300,0
394,75,15,0,0,0,0,300,0
394,78,5,0,0,0,0,300,0
394,79,5,0,0,0,0,300,0
395,76,15,0,0,0,0,300,0
395,78,5,0,0,0,0,300,0
395,79,5,0,0,0,0,300,0
395,80,10,0,0,0,0,300,0
396,75,15,0,0,0,0,300,0
396,76,15,0,0,0,0,300,0
396,78,5,0,0,0,0,300,0
396,79,5,0,0,0,0,300,0
397,75,15,0,0,0,0,300,0
397,76,15,0,0,0,0,300,0
397,78,5,0,0,0,0,300,0
397,79,5,0,0,0,0,300,0
397,165,5,0,0,0,0,300,0
398,76,20,0,0,0,0,300,0
398,79,5,0,0,0,0,300,0
399,76,20,0,0,0,0,300,0
399,76,20,0,0,0,0,300,1
399,79,5,0,0,0,0,300,0
399,79,5,0,0,0,0,300,1
400,116,10,0,0,0,0,240,0
400,126,10,0,0,0,0,240,0
401,116,10,0,0,0,0,240,0
401,126,10,0,0,0,0,240,0
401,127,5,0,0,0,0,240,0
401,128,3,0,0,0,0,240,0
401,135,5,0,0,0,0,240,0
401,136,5,0,0,0,0,240,0
402,126,10,0,0,0,0,240,0
402,127,10,0,0,0,0,240,0
402,128,3,0,0,0,0,240,0
402,135,5,0,0,0,0,240,0
402,136,5,0,0,0,0,240,0
403,127,10,0,0,0,0,240,0
403,128,5,0,0,0,0,240,0
403,129,5,0,0,0,0,240,0
403,135,10,0,0,0,0,240,0
404,127,10,0,0,0,0,240,0
404,128,5,0,0,0,0,240,0
404,129,5,0,0,0,0,240,0
404,135,10,0,0,0,0,240,0
405,127,10,0,0,0,0,240,0
405,128,5,0,0,0,0,240,0
405,129,5,0,0,0,0,240,0
405,135,10,0,0,0,0,240,0
405,136,10,0,0,0,0,240,0
406,115,5,0,0,0,0,240,0
406,129,10,0,0,0,0,240,0
406,135,10,0,0,0,0,240,0
407,128,10,0,0,0,0,240,0
407,129,5,0,0,0,0,240,0
407,135,10,0,0,0,0,240,0
407,137,1,0,0,0,0,240,0
408,115,5,0,0,0,0,240,0
408,128,10,0,0,0,0,240,0
408,129,5,0,0,0,0,240,0
408,135,10,0,0,0,0,240,0
408,137,1,0,0,0,0,240,0
409,115,5,0,0,0,0,240,0
409,129,10,0,0,0,0,240,0
409,135,10,0,0,0,0,240,0
409,137,1,0,0,0,0,240,0
410,99,4,0,0,0,0,300,0
410,554,10,0,0,0,0,300,0
411,99,3,0,0,0,0,300,0
411,101,4,0,0,0,0,300,0
411,554,10,0,0,0,0,300,0
411,556,8,0,0,0,0,300,0
412,99,3,0,0,0,0,300,0
412,101,4,0,0,0,0,300,0
412,554,10,0,0,0,0,300,0
412,556,8,0,0,0,0,300,0
413,99,3,0,0,0,0,300,0
413,101,4,0,0,0,0,300,0
413,554,10,0,0,0,0,300,0
413,556,8,0,0,0,0,300,0
414,99,3,0,0,0,0,300,0
414,101,4,0,0,0,0,300,0
414,554,10,0,0,0,0,300,0
414,556,8,0,0,0,0,300,0
415,99,3,0,0,0,0,300,0
415,101,4,0,0,0,0,300,0
415,554,10,0,0,0,0,300,0
415,556,8,0,0,0,0,300,0
416,99,2,0,0,0,0,300,0
416,101,2,0,0,0,0,300,0
416,104,2,0,0,0,0,300,0
416,105,1,0,0,0,0,300,0
416,554,8,0,0,0,0,300,0
416,556,8,0,0,0,0,300,0
417,99,2,0,0,0,0,300,0
417,101,2,0,0,0,0,300,0
417,104,2,0,0,0,0,300,0
417,105,1,0,0,0,0,300,0
417,554,8,0,0,0,0,300,0
417,556,8,0,0,0,0,300,0
418,99,2,0,0,0,0,300,0
418,101,2,0,0,0,0,300,0
418,104,2,0,0,0,0,300,0
418,105,1,0,0,0,0,300,0
418,554,8,0,0,0,0,300,0
418,556,8,0,0,0,0,300,0
419,99,2,0,0,0,0,300,0
419,101,2,0,0,0,0,300,0
419,104,2,0,0,0,0,300,0
419,105,1,0,0,0,0,300,0
419,554,8,0,0,0,0,300,0
419,556,8,0,0,0,0,300,0
419,557,1,0,0,0,0,1800,1
441,141,15,0,0,0,0,300,0
441,142,10,0,0,0,0,300,0
442,141,15,0,0,0,0,300,0
442,142,10,0,0,0,0,300,0
442,144,1,0,0,0,0,300,0
443,141,15,0,0,0,0,300,0
443,142,10,0,0,0,0,300,0
443,143,6,0,0,0,0,300,0
444,141,15,0,0,0,0,300,0
444,142,10,0,0,0,0,300,0
445,141,15,0,0,0,0,300,0
445,142,10,0,0,0,0,300,0
446,141,10,0,0,0,0,300,0
447,141,15,0,0,0,0,300,0
447,142,10,0,0,0,0,300,0
450,90,15,0,0,0,0,300,0
450,92,5,0,0,0,0,300,0
451,133,20,0,0,0,0,300,0
452,90,15,0,0,0,0,300,0
452,92,5,0,0,0,0,300,0
453,133,20,0,0,0,0,300,0
454,133,20,0,0,0,0,300,0
455,133,20,0,0,0,0,300,0
456,90,10,0,0,0,0,300,0
457,133,20,0,0,0,0,300,0
458,133,20,0,0,0,0,300,0
459,90,15,0,0,0,0,300,0
459,92,5,0,0,0,0,300,0
470,46,8,0,0,0,0,100,0
470,47,8,0,0,0,0,100,0
471,46,8,0,0,0,0,100,0
471,47,8,0,0,0,0,100,0
472,46,8,0,0,0,0,100,0
472,47,8,0,0,0,0,100,0
473,46,8,0,0,0,0,100,0
473,47,8,0,0,0,0,100,0
474,46,8,0,0,0,0,100,0
474,47,8,0,0,0,0,100,0
475,46,8,0,0,0,0,100,0
475,47,8,0,0,0,0,100,0
476,46,8,0,0,0,0,100,0
476,47,8,0,0,0,0,100,0
477,46,8,0,0,0,0,100,0
477,47,8,0,0,0,0,100,0
478,46,8,0,0,0,0,100,0
478,47,8,0,0,0,0,100,0
479,106,20,0,0,0,0,300,0
480,46,8,0,0,0,0,100,0
480,47,8,0,0,0,0,100,0
481,46,8,0,0,0,0,100,0
481,47,8,0,0,0,0,100,0
482,46,8,0,0,0,0,100,0
482,47,8,0,0,0,0,100,0
483,46,8,0,0,0,0,100,0
483,47,8,0,0,0,0,100,0
484,46,8,0,0,0,0,100,0
484,47,8,0,0,0,0,100,0
501,479,15,0,0,0,0,300,0
502,479,15,0,0,0,0,300,0
503,479,15,0,0,0,0,300,0
504,479,15,0,0,0,0,300,0
505,480,8,0,0,0,0,300,0
505,481,7,0,0,0,0,300,0
506,480,7,0,0,0,0,300,0
506,481,8,0,0,0,0,300,0
507,481,8,0,0,0,0,300,0
507,482,7,0,0,0,0,300,0
508,482,15,0,0,0,0,300,0
508,483,1,0,0,0,0,1800,1
511,491,6,0,0,0,0,300,0
511,492,6,0,0,0,0,300,0
511,493,32,0,0,0,0,300,0
511,502,1,0,0,0,0,900,1
512,491,6,0,0,0,0,300,0
512,492,6,0,0,0,0,300,0
512,494,36,0,0,0,0,300,0
512,503,1,0,0,0,0,900,1
513,491,6,0,0,0,0,300,0
513,492,6,0,0,0,0,300,0
513,495,40,0,0,0,0,300,0
513,504,1,0,0,0,0,900,1
514,491,6,0,0,0,0,300,0
514,492,6,0,0,0,0,300,0
514,496,44,0,0,0,0,300,0
514,505,1,0,0,0,0,900,1
515,491,6,0,0,0,0,300,0
515,492,6,0,0,0,0,300,0
515,497,44,0,0,0,0,300,0
515,506,1,0,0,0,0,900,1
516,491,6,0,0,0,0,300,0
516,492,6,0,0,0,0,300,0
516,498,44,0,0,0,0,300,0
516,507,1,0,0,0,0,900,1
523,470,12,0,0,0,0,300,0
523,471,2,0,0,0,0,300,0
524,470,14,0,0,0,0,300,0
524,471,2,0,0,0,0,300,0
525,470,16,0,0,0,0,300,0
525,471,2,0,0,0,0,300,0
526,470,18,0,0,0,0,300,0
526,471,3,0,0,0,0,300,0
527,470,20,0,0,0,0,300,0
527,471,3,0,0,0,0,300,0
527,474,1,0,0,0,0,6000,1
528,469,2,0,0,0,0,300,0
528,470,12,0,0,0,0,300,0
529,469,2,0,0,0,0,300,0
529,470,14,0,0,0,0,300,0
530,469,2,0,0,0,0,300,0
530,470,16,0,0,0,0,300,0
531,469,3,0,0,0,0,300,0
531,470,18,0,0,0,0,300,0
531,473,1,0,0,0,0,6000,1
532,466,14,0,0,0,0,300,0
533,466,16,0,0,0,0,300,0
534,466,18,0,0,0,0,300,0
535,466,18,0,0,0,0,300,0
535,467,1,0,0,0,0,420,1
535,469,2,0,0,0,0,300,0
536,466,18,0,0,0,0,300,0
536,467,1,0,0,0,0,420,1
536,469,2,0,0,0,0,300,0
537,466,18,0,0,0,0,300,0
537,467,1,0,0,0,0,420,1
537,469,2,0,0,0,0,300,0
538,466,18,0,0,0,0,300,0
538,469,2,0,0,0,0,300,0
538,472,1,0,0,0,0,1500,1
539,466,18,0,0,0,0,300,0
