MobId,Identifier,Description,MobLook,MobLookColor,Vita,Exp,Level,Might,Grace,Will,MinDmg,MaxDmg,MobMoveTime,MobBehavior,MobIsBoss,MobProtection,MobHit,MobArmor,Sources
72,snake,Snake,26,0,460,80,10,0,10,10,10,15,2000,0,0,0,10,75,Vita=rtk-db-restored(un-div5)
73,black_buck,Black buck,89,10,1000,500,25,0,25,25,12,20,2000,0,0,0,25,70,Vita=rtk-db-restored(un-div5)
74,blood_wolf,Blood wolf,23,31,3000,2000,30,0,30,30,30,115,2000,0,0,0,30,5,Vita=rtk-db-restored(un-div5)
75,dark_fox,Dark fox,22,28,2275,1300,20,0,20,20,15,25,2000,1,0,0,20,20,Vita=rtk-db-restored(un-div5)
76,blood_fox,Blood fox,22,31,2450,1500,20,0,0,0,15,25,2000,1,0,0,20,12,Vita=rtk-db-restored(un-div5)
77,lava_fox,Lava fox,22,25,2275,1600,20,0,20,20,20,30,2000,1,0,0,20,5,Vita=rtk-db-restored(un-div5)
78,sun_fox,Sun fox,22,30,3450,3000,20,0,20,20,20,50,2000,1,0,0,20,5,Vita=rtk-db-restored(un-div5)
79,lightning_wolf,Lightning wolf,23,30,5475,4000,20,0,20,20,25,40,2000,1,0,0,20,10,Vita=rtk-db-restored(un-div5)
80,raven,Raven,92,0,135,250,20,0,20,20,3,7,2000,1,0,0,20,25,Vita=rtk-db-restored(un-div5)
81,nine_tailed_fox_buya,Nine-tailed fox,34,5,12250,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,Vita=rtk-db-restored(un-div5)
82,nine_tailed_fox_buya2,Nine-tailed fox,34,5,12250,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,Vita=rtk-db-restored(un-div5)
83,nine_tailed_fox_buya3,Nine-tailed fox,34,5,12250,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,Vita=rtk-db-restored(un-div5)
84,mythic_monkey,Mythic monkey,136,0,18300,50000,50,0,50,65,150,280,1000,1,1,2,50,-25,Vita=rtk-db-restored(un-div5)
85,caterpillar,Caterpillar,183,0,100,0,1,0,0,0,0,0,2000,1,0,0,0,0,Vita=rtk-db-restored(un-div5)
86,monkey_mauler,Monkey mauler,136,20,25500,55000,50,0,50,65,220,300,1000,1,1,2,50,-25,Vita=rtk-db-restored(un-div5)
87,monkey_sentry,Monkey sentry,127,31,11400,24000,32,0,32,32,200,320,2000,1,0,1,32,-10,Vita=rtk-db-restored(un-div5)
88,sheep_veteran,Sheep veteran,135,2,336000,2600000,99,0,99,173,2100,3100,1000,1,1,7,99,-70,Vita=rtk-db-restored(un-div5)
89,mythic_sheep,Mythic sheep,135,2,316000,2000000,99,0,99,173,1600,2400,1000,1,1,6,99,-65,Vita=rtk-db-restored(un-div5)
90,pale_zombie,Pale zombie,113,11,15350,20000,36,0,36,36,50,150,2000,1,0,0,36,5,Vita=rtk-db-restored(un-div5)
91,witch,Witch,109,31,20750,55000,36,0,36,36,100,200,2000,1,0,0,36,0,Vita=rtk-db-restored(un-div5)
92,lesser_skeleton,Lesser skeleton,30,11,26650,90000,50,0,50,50,125,250,2000,1,0,1,50,-10,Vita=rtk-db-restored(un-div5)
93,witch_shaman,Witch shaman,109,30,29450,90000,36,0,36,36,50,250,2000,1,0,1,36,-10,Vita=rtk-db-restored(un-div5)
94,skeleton_ju,Skeleton ju,30,31,43000,200000,50,0,50,50,150,800,3000,1,0,2,50,-25,Vita=rtk-db-restored(un-div5)
95,skeleton_mage,Skeleton mage,30,49,52000,200000,50,0,50,50,200,500,2000,1,1,1,50,-15,Vita=rtk-db-restored(un-div5)
96,skeleton_warrior,Skeleton warrior,30,49,78000,200000,50,0,50,50,250,550,2000,1,1,1,50,-15,Vita=rtk-db-restored(un-div5)
97,giant_centipede,Giant centipede,32,11,1320,600,6,0,6,6,18,45,2000,1,0,0,6,75,Vita=rtk-db-restored(un-div5)
98,large_centipede,Large centipede,32,12,110,30,5,0,5,5,2,5,2000,1,0,0,5,85,Vita=rtk-db-restored(un-div5)
99,carrion_raven,Carrion raven,92,0,2400,3500,42,0,42,42,30,75,2000,1,0,1,42,-15,Vita=rtk-db-restored(un-div5)
100,giant_spider,Giant spider,97,14,16600,45000,42,0,42,42,100,250,2000,1,0,0,42,0,Vita=rtk-db-restored(un-div5)
101,giant_scorpion,Giant scorpion,171,4,22800,65000,42,0,42,42,150,300,2000,1,0,0,42,-5,Vita=rtk-db-restored(un-div5)
102,trapdoor_spider,Trapdoor spider,97,5,18000,76000,42,0,42,42,100,225,2000,1,0,0,42,0,Vita=rtk-db-restored(un-div5)
103,radiant_spider,Radiant spider,97,24,25400,100000,42,0,42,42,125,275,2000,1,0,0,42,0,Vita=rtk-db-restored(un-div5)
104,pale_scorpion,Pale scorpion,171,11,36000,155000,42,0,42,42,450,675,2000,1,0,1,42,-10,Vita=rtk-db-restored(un-div5)
105,massive_scorpion,Massive scorpion,171,10,550000,260000,55,0,0,0,450,800,2000,1,0,0,50,0,Vita=rtk-db-restored(un-div5)
106,sheep_sentry,Sheep sentry,135,31,203000,1200000,88,0,88,88,2100,3100,2000,1,0,5,88,-70,Vita=rtk-db-restored(un-div5)
107,wild_piglet,Wild piglet,20,3,1200,550,17,0,17,17,7,16,2000,1,0,0,17,50,Vita=rtk-db-restored(un-div5)
108,worm,Worm,183,3,1250,550,17,0,17,17,8,18,2000,0,0,0,17,50,Vita=rtk-db-restored(un-div5)
109,wild_pig,Wild pig,19,3,2350,900,17,0,17,17,7,14,2000,0,0,0,17,40,Vita=rtk-db-restored(un-div5)
110,mud_snake,Mud snake,184,2,2650,1000,17,0,17,17,7,14,2000,1,0,0,17,45,Vita=rtk-db-restored(un-div5)
111,fire_worm,Fire worm,183,20,4550,2500,17,0,17,17,15,22,2000,0,0,0,17,30,Vita=rtk-db-restored(un-div5)
112,mud_bull,Mud bull,27,3,6800,5800,17,0,17,17,55,80,2000,1,0,0,17,25,Vita=rtk-db-restored(un-div5)
113,earth_snake,Earth snake,184,5,6250,8000,17,0,17,17,30,80,2000,1,0,0,17,15,Vita=rtk-db-restored(un-div5)
114,warthog,Warthog,153,2,9500,8200,17,0,17,17,45,75,2000,1,0,0,17,10,Vita=rtk-db-restored(un-div5)
115,albino_buck,Albino buck,89,11,5450,1200,9,0,9,9,30,40,2000,1,0,0,9,45,Vita=rtk-db-restored(un-div5)
116,hare,Hare,21,37,500,80,9,0,9,9,5,7,2000,1,0,0,9,70,Vita=rtk-db-restored(un-div5)
117,terrified_chicken,Terrified chicken,28,7,1150,900,20,0,20,20,10,20,2000,0,0,0,20,5,Vita=rtk-db-restored(un-div5)
118,nine_tailed_fox_kugnae,Nine-tailed fox,34,5,12250,20000,20,0,20,20,100,130,2000,1,1,1,20,-15,Vita=rtk-db-restored(un-div5)
119,strange_thing,Strange thing,192,0,128000,1000000,60,0,60,60,600,960,2000,0,0,0,60,50,Vita=rtk-db-restored(un-div5)
120,ox_gorer,Ox gorer,129,20,152000,850000,99,0,99,163,1000,2000,1000,1,1,5,99,-55,Vita=rtk-db-restored(un-div5)
121,mythic_ox,Mythic ox,129,2,102000,825000,99,0,99,163,900,1800,1000,1,1,4,99,-45,Vita=rtk-db-restored(un-div5)
122,ox_sentry,Ox sentry,129,31,84650,450000,99,0,99,99,950,1900,2000,1,0,5,99,-55,Vita=rtk-db-restored(un-div5)
123,boar_sentry,Boar sentry,139,0,146000,580000,74,0,74,74,1600,2400,2000,1,0,5,74,-60,Vita=rtk-db-restored(un-div5)
124,mythic_boar,Mythic boar,139,2,200000,1100000,99,0,99,163,1400,2200,1000,1,1,5,99,-55,Vita=rtk-db-restored(un-div5)
125,boar_champion,Boar champion,139,20,238000,1300000,99,0,99,163,1500,2600,1000,1,1,6,99,-60,Vita=rtk-db-restored(un-div5)
126,blissful_bird,Blissful bird,58,0,500,250,9,0,9,9,5,7,2000,1,0,0,9,30,Vita=rtk-db-restored(un-div5)
127,dark_wolf,Dark wolf,23,10,2250,290,9,0,9,9,5,7,2000,1,0,0,9,70,Vita=rtk-db-restored(un-div5)
128,large_hare,Large hare,21,37,975,300,9,0,9,9,6,12,2000,1,0,0,9,65,Vita=rtk-db-restored(un-div5)
129,ravenous_bird,Ravenous bird,58,0,975,400,9,0,9,9,10,15,2000,1,0,0,9,30,Vita=rtk-db-restored(un-div5)
130,red_hare,Red hare,21,19,1280,400,9,0,9,9,7,10,2000,1,0,0,9,60,Vita=rtk-db-restored(un-div5)
131,giant_mantis,Giant mantis,98,8,4200,1200,9,0,9,9,20,40,2000,1,0,0,9,35,Vita=rtk-db-restored(un-div5)
132,blood_mantis,Blood mantis,98,31,6150,2000,9,0,9,9,25,50,2000,1,0,0,9,25,Vita=rtk-db-restored(un-div5)
133,lesser_ghost,Lesser ghost,167,11,20750,55000,36,0,36,36,100,200,2000,1,0,0,36,0,Vita=rtk-db-restored(un-div5)
134,wicked_ghost,Wicked ghost,167,12,29450,90000,36,0,36,36,50,250,2000,1,0,1,36,-10,Vita=rtk-db-restored(un-div5)
135,dark_buck,Dark buck,89,10,1800,300,9,0,9,9,10,12,2000,1,0,0,9,80,Vita=rtk-db-restored(un-div5)
136,dark_deer,Dark deer,88,10,1800,300,9,0,9,9,6,10,3000,0,0,0,9,70,Vita=rtk-db-restored(un-div5)
137,blood_tick,Blood tick,97,31,3200,2000,9,0,9,9,15,20,2000,1,0,0,9,15,Vita=rtk-db-restored(un-div5)
138,horse_sentry,Horse sentry,134,31,68500,350000,60,0,60,60,700,1400,2000,1,0,5,60,-50,Vita=rtk-db-restored(un-div5)
139,horse_do,Horse do,134,20,149750,750000,99,0,99,163,800,1800,1000,1,1,5,99,-50,Vita=rtk-db-restored(un-div5)
140,mythic_horse,Mythic horse,134,2,98500,570000,99,0,99,163,800,1600,1000,1,1,4,99,-45,Vita=rtk-db-restored(un-div5)
141,yachi,Yachi,111,2,5400,14000,28,0,28,28,35,115,2000,1,0,0,28,0,Vita=rtk-db-restored(un-div5)
142,seki,Seki,111,12,10400,16500,28,0,28,28,65,175,2000,1,0,0,28,0,Vita=rtk-db-restored(un-div5)
143,li,Li,115,8,12800,34000,28,0,28,28,75,375,2000,1,0,0,28,0,Vita=rtk-db-restored(un-div5)
144,sute,Sute,110,17,17000,40000,28,0,28,28,125,300,2000,1,0,1,28,-10,Vita=rtk-db-restored(un-div5)
145,dog_sentry,Dog sentry,138,31,14800,90000,39,0,39,39,250,350,1000,1,0,2,39,-20,Vita=rtk-db-restored(un-div5)
146,mythic_dog,Mythic dog,138,2,22800,140000,64,0,64,89,200,350,1000,1,1,2,64,-20,Vita=rtk-db-restored(un-div5)
147,dog_assassin,Dog assassin,138,20,30500,165000,64,0,64,89,250,400,1000,1,1,2,64,-20,Vita=rtk-db-restored(un-div5)
148,rat_sentry,Rat sentry,128,31,52200,200000,53,0,53,53,350,750,2000,1,0,3,53,-30,Vita=rtk-db-restored(un-div5)
149,northern_ogre,Northern ogre,99,11,72000,520000,84,0,84,84,700,1500,2000,1,0,3,84,-60,Vita=rtk-db-restored(un-div5)
150,frost_ogre,Frost ogre,99,2,91000,640000,84,0,84,84,1000,2000,2000,1,0,3,84,-65,Vita=rtk-db-restored(un-div5)
151,ice_panther,Ice panther,166,11,44000,700000,84,0,84,84,400,600,2000,1,0,0,84,0,Vita=rtk-db-restored(un-div5)
152,ice_ogre,Ice ogre,99,19,97550,820000,84,0,84,84,1300,2040,2000,1,0,3,84,-60,Vita=rtk-db-restored(un-div5)
153,ogre_citelam,Citelam,99,31,99000,1150000,84,0,0,0,1750,2400,2000,1,0,1,84,-10,Vita=rtk-db-restored(un-div5)
154,ogre_maletic,Maletic,99,37,119000,1150000,84,0,84,84,2000,5200,2000,1,0,6,84,-60,Vita=rtk-db-restored(un-div5)
155,grim_ogre,Grim ogre,185,1,46700,200000,63,0,63,63,200,600,3000,1,0,2,63,-20,Vita=rtk-db-restored(un-div5)
156,southern_ogre,Southern ogre,185,5,54750,300000,63,0,63,63,800,1600,3000,1,0,3,63,-60,Vita=rtk-db-restored(un-div5)
157,muck_ogre,Muck ogre,185,9,77750,440000,63,0,63,63,800,1500,3000,1,0,2,63,-20,Vita=rtk-db-restored(un-div5)
158,slime_ogre,Slime ogre,185,9,76750,440000,63,0,63,63,800,1500,3000,1,0,2,63,-20,Vita=rtk-db-restored(un-div5)
159,log_ogre,Log,185,30,97300,800000,63,0,63,63,800,2460,3000,1,0,1,63,-10,Vita=rtk-db-restored(un-div5)
160,hill_ogre,Hill ogre,185,44,236000,1600000,91,0,91,91,1640,4920,3000,1,0,3,91,-65,Vita=rtk-db-restored(un-div5)
161,dragon_sentry,Dragon sentry,132,30,354000,2150000,99,0,99,99,3100,5000,1000,1,0,5,75,-74,Vita=rtk-db-restored(un-div5)
162,dragon_mage,Dragon mage,132,24,666000,4800000,99,0,99,173,4000,5000,1000,1,1,7,75,-70,Vita=rtk-db-restored(un-div5)
163,mythic_dragon,Mythic dragon,132,0,636000,4400000,99,0,99,173,4600,5900,1000,1,1,7,75,-74,Vita=rtk-db-restored(un-div5)
164,snake_sentry,Snake sentry,133,31,134000,800000,81,0,81,81,1900,2900,1000,1,0,5,81,-65,Vita=rtk-db-restored(un-div5)
165,white_wolf,White wolf,23,29,4450,2200,20,0,20,20,25,35,3000,1,0,0,20,20,Vita=rtk-db-restored(un-div5)
166,divine_mouse,Divine mouse,120,13,43250,500000,98,0,98,98,1100,1300,2000,1,0,4,98,-40,Vita=rtk-db-restored(un-div5)
167,mud_rat,Mud rat,90,5,66550,650000,98,0,98,98,1200,1600,2000,1,0,3,98,-40,Vita=rtk-db-restored(un-div5)
168,hunter_rat,Hunter rat,90,21,64750,700000,98,0,98,98,1200,2000,2000,1,0,3,98,-50,Vita=rtk-db-restored(un-div5)
169,lava_rat,Lava rat,91,31,68250,740000,98,0,98,98,1200,2000,2000,1,0,3,98,-50,Vita=rtk-db-restored(un-div5)
170,rat_guardian,Rat guardian,128,16,217000,1000000,99,0,99,99,2100,3100,2000,1,0,5,99,-60,Vita=rtk-db-restored(un-div5)
171,spirit_mouse,Spirit mouse,120,2,345000,2550000,99,0,99,99,5500,6500,2000,1,0,7,99,-70,Vita=rtk-db-restored(un-div5)
172,earth_rat,Earth rat,90,3,395000,3500000,99,0,99,99,6000,8000,2000,1,0,3,99,-70,Vita=rtk-db-restored(un-div5)
173,fire_rat,Fire rat,91,31,545000,4400000,99,0,99,99,6000,10000,2000,1,0,3,99,-80,Vita=rtk-db-restored(un-div5)
174,beady_eyed_stalker,Beady-eyed stalker,90,21,685000,5700000,99,0,99,99,6300,8300,2000,1,0,3,99,-80,Vita=rtk-db-restored(un-div5)
175,rat_defender,Rat defender,128,0,1750000,7000000,99,0,130,99,10500,15500,2000,1,0,5,99,-80,Vita=rtk-db-restored(un-div5)
176,mythic_rat,Mythic rat,128,2,45800,330000,78,0,78,103,350,750,1000,1,1,3,78,-30,Vita=rtk-db-restored(un-div5)
177,mighty_mouse,Mighty mouse,128,20,54800,450000,78,0,78,103,400,800,1000,1,1,3,78,-30,Vita=rtk-db-restored(un-div5)
178,divine_rat,Divine rat,128,30,285000,2100000,99,0,99,163,1200,2000,1000,1,1,6,99,-60,Vita=rtk-db-restored(un-div5)
179,rat_lord,Rat lord,128,21,318000,2200000,99,0,99,163,2000,3000,1000,1,1,6,99,-65,Vita=rtk-db-restored(un-div5)
180,spirit_rat,Spirit rat,128,20,2350000,14000000,99,0,130,173,8000,12000,1000,1,1,9,99,-90,Vita=rtk-db-restored(un-div5)
181,rat_avenger,Rat avenger,128,20,3350000,16000000,99,0,130,173,10000,15000,1000,1,1,9,99,-95,Vita=rtk-db-restored(un-div5)
182,leviathan,Leviathan,158,0,55000,80000,15,0,15,15,400,600,3000,0,0,0,15,-5,Vita=rtk-db-restored(un-div5)
183,blights_thug,Blight\'s thug,220,16,1000,3000,1,0,0,0,0,0,2000,1,0,0,15,0,
184,captured_leviathan,Captured leviathan,158,0,1000000,0,1,0,0,0,0,0,4000,0,0,0,99,99,Vita=rtk-db-restored(un-div5)
185,green_squirrel,Green squirrel,25,0,150,500,5,0,5,5,6,26,3000,0,0,0,5,90,
186,blue_deer,Blue deer,89,17,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
187,blue_doe,Blue doe,88,17,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
188,blue_rabbit,Blue rabbit,125,17,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
189,green_deer,Green deer,89,22,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
190,green_doe,Green doe,88,22,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
191,green_rabbit,Green rabbit,125,22,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
192,orange_deer,Orange deer,89,20,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
193,orange_doe,Orange doe,88,20,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
194,orange_rabbit,Orange rabbit,125,20,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
195,red_deer,Red deer,89,31,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
196,red_doe,Red doe,88,31,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
197,red_rabbit,Red rabbit,125,31,0,3,1,0,0,0,0,0,2000,1,0,0,0,0,
198,buya_library_mob,Blind mouse,90,11,0,0,1,0,0,0,5,5,2000,1,0,0,15,0,
199,buya_library_mob,Blind rat,91,11,0,0,1,0,0,0,8,8,2000,1,0,0,15,0,
200,buya_library_mob,Blind library mouse,90,11,0,0,1,0,0,0,10,10,2000,1,0,0,15,0,
201,buya_library_mob,Blind centipede,32,11,0,0,1,0,0,0,15,15,2000,1,0,0,15,0,
202,buya_library_mob,Blind library rat,91,11,0,0,1,0,0,0,20,20,2000,1,0,0,15,0,
203,buya_library_mob,Blind mantis,98,11,0,0,1,0,0,0,25,25,2000,1,0,0,15,0,
294,restless_tiger,Restless tiger,107,5,55000,675000,95,0,95,95,1500,1800,2000,1,0,3,95,-48,Vita=rtk-db-restored(un-div5)
295,dark_tiger,Dark tiger,107,12,77000,900000,95,0,95,95,1600,2100,2000,1,0,3,95,-50,Vita=rtk-db-restored(un-div5)
296,giant_tiger,Giant tiger,29,20,88000,1170000,95,0,95,95,1750,2150,2000,1,0,3,95,-50,Vita=rtk-db-restored(un-div5)
