SplId,SplIdentifier,SplDescription,SplType,SplPthId,SplAlignment,SplMark,SplLevel,SplQuestion,SplDispel,SplAether,SplMute,SplActive,SplCanFail,SplTicker
2051,lifes_cloak_rogue,Life\'s Cloak,5,2,2,0,0,,0,0,0,1,0,1
2052,glass_form_rogue,Glass Form,5,2,3,0,0,,0,0,0,1,0,1
2053,ambush_rogue,Ambush,5,2,0,0,0,,0,0,0,1,0,1
2054,displacement_rogue,Displacement,5,2,1,0,0,,0,0,0,1,0,1
2055,waylay_rogue,Waylay,5,2,2,0,0,,0,0,0,1,0,1
2056,reflect_rogue,Reflect,5,2,3,0,0,,0,0,0,1,0,1
2057,beast_rogue,Beast,1,2,0,0,0,Tiger or Bear? >,0,0,0,1,0,1
2058,kwisin_chameleon_rogue,Kwi-Sin Chameleon,5,5,1,0,0,,0,0,0,1,0,1
2059,mingken_chameleon_rogue,Ming-Ken Chameleon,5,5,2,0,0,,0,0,0,1,0,1
2060,ohaeng_chameleon_rogue,Ohaeng Chameleon,5,5,3,0,0,,0,0,0,1,0,1
2061,amnesia_rogue,Amnesia,2,2,0,0,0,Which target? >,0,0,0,1,0,1
2062,forgetfulness_rogue,Forgetfulness,2,2,1,0,0,Which target? >,0,0,0,1,0,1
2063,free_spirit_rogue,Free Spirit,2,2,2,0,0,Which target? >,0,0,0,1,0,1
2064,mislead_rogue,Mislead,2,2,3,0,0,Which target? >,0,0,0,1,0,1
2065,recover_rogue,Recover,2,2,0,0,0,Which target? >,0,0,0,1,0,1
2066,spirits_embrace_rogue,Spiritual Embrace,2,2,1,0,0,Which target? >,0,0,0,1,0,1
2067,infuse_energy_rogue,Infuse Energy,2,2,1,0,0,Which target? >,0,0,0,1,0,1
2068,lifes_river_rogue,Life\'s River,2,2,2,0,0,Which target? >,0,0,0,1,0,1
2069,desperate_attack_rogue,Desperate Attack,5,2,0,0,0,,0,0,0,1,0,1
2070,the_voids_measure_rogue,The Void\'s Measure,5,2,1,0,0,,0,0,0,1,0,1
2071,beastly_frenzy_rogue,Beastly Frenzy,5,2,2,0,0,,0,0,0,1,0,1
2072,tilting_the_balance_rogue,Tilting the Balance,5,2,3,0,0,,0,0,0,1,0,1
2073,tigers_fury_rogue,Tiger\'s Fury,5,2,0,0,0,,0,0,0,1,0,1
2074,filling_the_soul_rogue,Filling the Soul,5,2,1,0,0,,0,0,0,1,0,1
2075,spirit_of_the_wild_rogue,Spirit of the Wild,5,2,2,0,0,,0,0,0,1,0,1
2076,ohaengs_grace_rogue,Ohaeng\'s Grace,5,2,3,0,0,,0,0,0,1,0,1
2077,filch_rogue,Filch,5,2,0,0,0,,0,0,0,1,0,1
2078,spirits_hand_rogue,Spirit\'s Hand,5,2,1,0,0,,0,0,0,1,0,1
2079,quick_fingers_rogue,Quick Fingers,5,2,2,0,0,,0,0,0,1,0,1
2080,light_touch_rogue,Light Touch,5,2,3,0,0,,0,0,0,1,0,1
2081,drain_rogue,Drain,2,2,0,0,0,Which target? >,0,0,0,1,0,1
2082,drink_of_souls_rogue,Drink of Souls,2,2,1,0,0,Which target? >,0,0,0,1,0,1
2083,parasite_rogue,Parasite,2,2,2,0,0,Which target? >,0,0,0,1,0,1
2084,absorb_rogue,Absorb,2,2,3,0,0,Which target? >,0,0,0,1,0,1
2085,seal_wounds_rogue,Seal Wounds,2,2,0,0,0,Which target? >,0,0,0,1,0,1
2086,spirit_caress_rogue,Spirit Caress,2,2,1,0,0,Which target? >,0,0,0,1,0,1
2087,heal_injury_rogue,Heal Injury,2,2,2,0,0,Which target? >,0,0,0,1,0,1
2088,bandage_rogue,Bandage,2,2,3,0,0,Which target? >,0,0,0,1,0,1
2089,lethal_strike_rogue,Lethal Strike,5,2,0,0,0,,0,0,0,1,0,1
2090,afterlifes_embrace_rogue,Afterlife\'s Embrace,5,2,1,0,0,,0,0,0,1,0,1
2091,mingkens_judgement_rogue,Ming-Ken\'s Judgement,5,2,2,0,0,,0,0,0,1,0,1
2092,calculating_blow_rogue,Calculating Blow,5,2,3,0,0,,0,0,0,1,0,1
2093,maros_remedy_rogue,Maro\'s Remedy,5,2,0,0,0,,0,0,0,1,0,1
2094,kwisin_maros_remedy_rogue,Maro\'s Remedy,5,2,1,0,0,,0,0,0,1,0,1
2095,mingken_maros_remedy_rogue,Maro\'s Remedy,5,2,2,0,0,,0,0,0,1,0,1
2096,ohaeng_maros_remedy_rogue,Maro\'s Remedy,5,2,3,0,0,,0,0,0,1,0,1
2097,baekhos_rage_rogue,Baekho\'s rage,5,2,-1,1,0,,0,0,0,1,0,1
2098,masos_remedy_rogue,Maso\'s Remedy,5,2,0,1,0,,0,0,0,1,0,1
2099,kwisin_masos_remedy_rogue,Maso\'s Remedy,5,2,1,1,0,,0,0,0,1,0,1
2100,mingken_masos_remedy_rogue,Maso\'s Remedy,5,2,2,1,0,,0,0,0,1,0,1
2101,ohaeng_masos_remedy_rogue,Maso\'s Remedy,5,2,3,1,0,,0,0,0,1,0,1
2102,race_rogue,Race,5,2,0,1,0,,0,0,0,1,0,1
2103,spiritual_jump_rogue,Spiritual Jump,5,2,1,1,0,,0,0,0,1,0,1
2104,leap_of_faith_rogue,Leap of Faith,5,2,2,1,0,,0,0,0,1,0,1
2105,transport_rogue,Transport,5,2,3,1,0,,0,0,0,1,0,1
2106,refresh_rogue,Refresh,2,2,0,1,0,Which target? >,0,0,0,1,0,1
2107,souls_awakening_rogue,Soul\'s Awakening,2,2,1,1,0,Which target? >,0,0,0,1,0,1
2108,healing_waters_rogue,Healing Waters,2,2,2,1,0,Which target? >,0,0,0,1,0,1
2109,fire_dance_rogue,Fire Dance,2,2,3,1,0,Which target? >,0,0,0,1,0,1
2110,tigers_fortitude_rogue,Tiger\'s Fortitude,5,2,-1,1,0,,0,0,0,1,0,1
2111,baekhos_blade_rogue,Baekho\'s Blade,5,2,-1,2,0,,0,0,0,1,0,1
2112,chance_rogue,Chance,5,2,0,2,0,,0,0,0,1,0,1
2113,randomness_rogue,Randomness,5,2,1,2,0,,0,0,0,1,0,1
2114,natures_choice_rogue,Nature\'s Choice,5,2,2,2,0,,0,0,0,1,0,1
2115,trial_by_fire_rogue,Trial by Fire,5,2,3,2,0,,0,0,0,1,0,1
2116,daggers_remedy_rogue,Dagger\'s Remedy,5,99,0,2,0,,0,0,0,1,0,1
2117,kwisin_daggers_remedy_rogue,Kwi-Sin Dagger\'s Remedy,5,99,1,2,0,,0,0,0,1,0,1
2118,mingken_daggers_remedy_rogue,Mingken Dagger\'s Remedy,5,99,2,2,0,,0,0,0,1,0,1
2119,ohaeng_daggers_remedy_rogue,Ohaeng Dagger\'s Remedy,5,99,3,2,0,,0,0,0,1,0,1
2120,swift_recovery_rogue,Swift Recovery,2,2,0,2,0,Which target? >,0,0,0,1,0,1
2121,renew_energy_rogue,Renew Energy,2,2,1,2,0,Which target? >,0,0,0,1,0,1
2122,loving_dew_rogue,Loving Dew,2,2,2,2,0,Which target? >,0,0,0,1,0,1
2123,invigorate_rogue,Invigorate,2,2,3,2,0,Which target? >,0,0,0,1,0,1
2124,dagger_uniform,Dagger Uniform,5,5,-1,0,0,,0,0,0,1,0,1
2700,==ROGUE TRAPS==,==ROGUE TRAPS==,5,5,0,0,0,,0,0,0,0,1,1
2701,set_trap,Set Trap,1,2,-1,0,0,What trap? >,0,0,0,1,0,1
2702,set_dart_trap,Dart Trap,5,2,-1,0,0,,0,0,0,1,0,1
2703,set_flash_trap,Flash Trap,5,2,-1,0,0,,0,0,0,1,0,1
2704,set_repeating_dart_trap,Repeating Dart,5,2,-1,0,0,,0,0,0,1,0,1
2705,set_snare_trap,Snare Trap,5,2,-1,0,0,,0,0,0,1,0,1
2706,set_spear_trap,Spear Trap,5,2,-1,0,0,,0,0,0,1,0,1
2707,set_poison_dart_trap,Poison Dart Trap,5,2,-1,0,0,,0,0,0,1,0,1
2708,set_death_trap,Death Trap,5,2,-1,0,0,,0,0,0,1,0,1
2709,set_sleep_trap,Sleep Trap,5,2,-1,0,0,,0,0,0,1,0,1
2710,set_bladestorm_trap,Bladestorm,5,2,0,2,0,,0,0,0,1,0,1
2711,set_swords_dance_trap,Sword\'s Dance,5,2,1,2,0,,0,0,0,1,0,1
2712,set_tigers_ambush_trap,Tiger\'s Ambush,5,2,2,2,0,,0,0,0,1,0,1
2713,set_cutting_edge_trap,Cutting Edge,5,2,3,2,0,,0,0,0,1,0,1
2714,,,5,5,-1,0,0,,0,0,0,1,1,1
3000,==MAGESPELLS==,==MAGESPELLS==,5,5,0,0,0,,0,0,0,0,1,1
3001,thunder_bolt_mage,Thunder Bolt,2,3,-1,0,0,Which target? >,0,0,0,1,1,1
3002,might_mage,Might,5,3,0,0,0,,0,0,0,1,0,1
3003,spirit_strength_mage,Spirit Strength,5,3,1,0,0,,0,0,0,1,0,1
3004,inner_blessing_mage,Inner Blessing,5,3,2,0,0,,0,0,0,1,0,1
3005,temper_mage,Temper,5,3,3,0,0,,0,0,0,1,0,1
3006,pestilence_mage,Pestilence,2,3,-1,0,0,Which target? >,0,0,0,1,1,1
3007,static_mage,Static,2,3,-1,0,0,Which target? >,0,0,0,1,1,1
3008,spark_mage,Spark,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3009,glimpse_of_the_void_mage,Glimpse of the Void,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3010,bolt_mage,Bolt,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3011,natures_ire_mage,Nature\'s Ire,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3012,fleshspeak_mage,Fleshspeak,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3013,spiritsong_mage,Spiritsong,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3014,helping_hand_mage,Helping Hand,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3015,heal_others_mage,Heal Others,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3016,singe_mage,Singe,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3017,embrace_of_the_void_mage,Embrace of the Void,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3018,lightning_mage,Lightning,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3019,natures_storm_mage,Nature\'s Storm,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3020,harden_armor_mage,Harden armor,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3021,thicken_skin_mage,Thicken Skin,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3022,shield_of_life_mage,Shield of Life,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3023,elemental_armor_mage,Elemental Armor,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3024,ignite_mage,Ignite,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3025,spirit_strike_mage,Spirit Strike,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3026,wrath_of_nature_mage,Wrath of Nature,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3027,thunderclap_mage,Thunder Clap,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3028,lay_hands_mage,Lay hands,5,3,0,0,0,,0,0,0,1,0,1
